shipment_id,order_id,product_id,quantity,origin,destination,supplier_id,dispatch_date,expected_delivery_date,actual_delivery_date,delay_days,status
ship_20251231_001,PO_2026_12_001,PROD_GLASS_C3,1942,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_PACKAGING_01,2025-12-31,2026-01-08,,0,PENDING
ship_20251231_002,PO_2026_12_002,PROD_GLASS_B2,1788,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_ADHESIVE_02,2025-12-23,2026-01-06,,0,IN_TRANSIT
ship_20251231_003,PO_2026_12_003,PROD_GLASS_B2,947,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_ADHESIVE_01,2025-12-31,2026-01-08,,0,PENDING
ship_20251231_004,PO_2026_12_004,PROD_GLASS_A1,1636,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_LOGISTICS_03,2025-12-31,2026-01-05,,0,PENDING
ship_20251231_005,PO_2026_12_005,PROD_GLASS_B2,1685,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_LOGISTICS_03,2025-12-22,2026-01-12,,0,IN_TRANSIT
ship_20251231_006,PO_2026_12_006,PROD_GLASS_B2,1001,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_ADHESIVE_02,2025-12-30,2026-01-22,2026-01-22,0,DELIVERED
ship_20251231_007,PO_2026_12_007,PROD_GLASS_C3,1615,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_METAL_FRAME_02,2025-12-24,2026-01-16,2026-01-16,0,DELIVERED
ship_20251231_008,PO_2026_12_008,PROD_GLASS_C3,597,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_GLASS_RAW_02,2025-12-31,2026-01-20,,0,PENDING
ship_20251231_009,PO_2026_12_009,PROD_GLASS_A1,1180,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_LOGISTICS_01,2025-12-31,2026-01-06,,0,PENDING
ship_20251231_010,PO_2026_12_010,PROD_GLASS_A1,1311,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_PACKAGING_01,2025-12-22,2026-01-05,,0,IN_TRANSIT
