production_id,date,plant_id,product_id,quantity_produced,machine_id,temperature,energy_consumption,downtime_minutes
prod_20260101_001,2026-01-01,PLANT_US_01,PROD_GLASS_C3,4182,MACHINE_LINE_05,840.9,3710.31,8
prod_20260101_002,2026-01-01,PLANT_APAC_01,PROD_GLASS_C3,4089,MACHINE_LINE_04,831.4,3510.59,96
prod_20260101_003,2026-01-01,PLANT_EU_01,PROD_GLASS_B2,6774,MACHINE_LINE_06,848.6,6180.63,13
prod_20260101_004,2026-01-01,PLANT_EU_01,PROD_GLASS_C3,4434,MACHINE_LINE_01,838.3,3886.79,15
prod_20260101_005,2026-01-01,PLANT_US_01,PROD_GLASS_C3,6247,MACHINE_LINE_07,857.1,5877.79,13
prod_20260101_006,2026-01-01,PLANT_APAC_01,PROD_GLASS_C3,4790,MACHINE_LINE_01,875.5,4852.58,27
prod_20260101_007,2026-01-01,PLANT_US_01,PROD_GLASS_A1,5182,MACHINE_LINE_05,829.2,4511.34,19
prod_20260101_008,2026-01-01,PLANT_EU_01,PROD_GLASS_B2,3010,MACHINE_LINE_07,833.9,2878.0,28
prod_20260101_009,2026-01-01,PLANT_APAC_01,PROD_GLASS_A1,3184,MACHINE_LINE_04,866.1,2590.69,24
prod_20260101_010,2026-01-01,PLANT_EU_01,PROD_GLASS_A1,5931,MACHINE_LINE_05,831.0,4965.93,14
prod_20260101_011,2026-01-01,PLANT_US_01,PROD_GLASS_B2,4951,MACHINE_LINE_04,840.3,4252.83,17
prod_20260101_012,2026-01-01,PLANT_US_01,PROD_GLASS_B2,6901,MACHINE_LINE_04,847.3,5800.34,22
