quality_id,date,product_id,batch_id,defects_count,defect_type,defect_rate
qual_20260225_001,2026-02-25,PROD_GLASS_B2,BATCH_2026_02_25_001,43,DIMENSION_OFF,0.52
qual_20260225_002,2026-02-25,PROD_GLASS_A1,BATCH_2026_02_25_002,54,DIMENSION_OFF,0.68
qual_20260225_003,2026-02-25,PROD_GLASS_C3,BATCH_2026_02_25_003,261,DIMENSION_OFF,4.36
qual_20260225_004,2026-02-25,PROD_GLASS_C3,BATCH_2026_02_25_004,49,DISCOLORATION,1.18
qual_20260225_005,2026-02-25,PROD_GLASS_A1,BATCH_2026_02_25_005,115,OTHER,1.39
qual_20260225_006,2026-02-25,PROD_GLASS_A1,BATCH_2026_02_25_006,260,DISCOLORATION,4.65
qual_20260225_007,2026-02-25,PROD_GLASS_B2,BATCH_2026_02_25_007,48,CRACK,0.96
qual_20260225_008,2026-02-25,PROD_GLASS_C3,BATCH_2026_02_25_008,95,DISCOLORATION,1.23
qual_20260225_009,2026-02-25,PROD_GLASS_A1,BATCH_2026_02_25_009,16,BUBBLE,0.28
qual_20260225_010,2026-02-25,PROD_GLASS_A1,BATCH_2026_02_25_010,230,SURFACE_SCRATCH,2.77
qual_20260225_011,2026-02-25,PROD_GLASS_C3,BATCH_2026_02_25_011,56,CRACK,0.92
qual_20260225_012,2026-02-25,PROD_GLASS_C3,BATCH_2026_02_25_012,247,DISCOLORATION,2.6
