shipment_id,order_id,product_id,quantity,origin,destination,supplier_id,dispatch_date,expected_delivery_date,actual_delivery_date,delay_days,status
ship_20260211_001,PO_2026_02_001,PROD_GLASS_C3,539,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_PACKAGING_01,2026-02-09,2026-03-07,2026-03-07,0,DELIVERED
ship_20260211_002,PO_2026_02_002,PROD_GLASS_A1,2145,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_METAL_FRAME_01,2026-02-05,2026-02-23,2026-02-23,0,DELIVERED
ship_20260211_003,PO_2026_02_003,PROD_GLASS_B2,1826,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_ADHESIVE_02,2026-02-11,2026-02-23,,0,PENDING
ship_20260211_004,PO_2026_02_004,PROD_GLASS_B2,1667,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_PACKAGING_01,2026-02-08,2026-03-07,,0,IN_TRANSIT
ship_20260211_005,PO_2026_02_005,PROD_GLASS_A1,1472,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_ADHESIVE_02,2026-02-05,2026-02-19,,0,IN_TRANSIT
ship_20260211_006,PO_2026_02_006,PROD_GLASS_A1,2163,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_LOGISTICS_03,2026-02-11,2026-02-22,,0,PENDING
ship_20260211_007,PO_2026_02_007,PROD_GLASS_C3,1019,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_LOGISTICS_01,2026-02-03,2026-03-05,,0,IN_TRANSIT
ship_20260211_008,PO_2026_02_008,PROD_GLASS_A1,2250,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_LOGISTICS_03,2026-02-07,2026-02-19,,0,IN_TRANSIT
ship_20260211_009,PO_2026_02_009,PROD_GLASS_A1,586,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_GLASS_RAW_02,2026-02-10,2026-03-03,2026-03-03,0,DELIVERED
ship_20260211_010,PO_2026_02_010,PROD_GLASS_A1,1252,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_LOGISTICS_02,2026-02-11,2026-02-23,,0,PENDING
