production_id,date,plant_id,product_id,quantity_produced,machine_id,temperature,energy_consumption,downtime_minutes
prod_20260228_001,2026-02-28,PLANT_US_01,PROD_GLASS_A1,6051,MACHINE_LINE_07,858.9,5504.84,23
prod_20260228_002,2026-02-28,PLANT_EU_01,PROD_GLASS_B2,3651,MACHINE_LINE_02,814.3,3379.22,102
prod_20260228_003,2026-02-28,PLANT_US_01,PROD_GLASS_B2,5347,MACHINE_LINE_03,822.7,4295.73,29
prod_20260228_004,2026-02-28,PLANT_EU_01,PROD_GLASS_A1,6017,MACHINE_LINE_06,838.1,5486.31,20
prod_20260228_005,2026-02-28,PLANT_APAC_01,PROD_GLASS_A1,4002,MACHINE_LINE_07,843.0,3302.65,13
prod_20260228_006,2026-02-28,PLANT_US_01,PROD_GLASS_A1,4572,MACHINE_LINE_07,844.4,3653.68,24
prod_20260228_007,2026-02-28,PLANT_US_01,PROD_GLASS_B2,3325,MACHINE_LINE_03,844.2,3190.19,27
prod_20260228_008,2026-02-28,PLANT_US_01,PROD_GLASS_B2,2710,MACHINE_LINE_06,858.3,2720.22,117
prod_20260228_009,2026-02-28,PLANT_EU_01,PROD_GLASS_A1,5538,MACHINE_LINE_06,857.2,4845.22,15
prod_20260228_010,2026-02-28,PLANT_EU_01,PROD_GLASS_A1,3674,MACHINE_LINE_05,859.1,3520.82,16
prod_20260228_011,2026-02-28,PLANT_APAC_01,PROD_GLASS_B2,5214,MACHINE_LINE_03,824.4,4589.07,17
prod_20260228_012,2026-02-28,PLANT_EU_01,PROD_GLASS_B2,5981,MACHINE_LINE_07,873.6,5518.29,15
