inventory_id,date,product_id,warehouse_id,opening_stock,produced,shipped,closing_stock
inv_20260216_01,2026-02-16,PROD_GLASS_A1,WAREHOUSE_US_01,6427,19129,0,25556
inv_20260216_02,2026-02-16,PROD_GLASS_A1,WAREHOUSE_EU_01,14703,19129,0,33832
inv_20260216_03,2026-02-16,PROD_GLASS_A1,WAREHOUSE_APAC_01,14059,19129,0,33188
inv_20260216_04,2026-02-16,PROD_GLASS_A1,WAREHOUSE_US_02,11745,19129,0,30874
inv_20260216_05,2026-02-16,PROD_GLASS_A1,WAREHOUSE_APAC_02,13714,19129,0,32843
inv_20260216_06,2026-02-16,PROD_GLASS_A1,WAREHOUSE_EU_02,14953,19129,0,34082
inv_20260216_07,2026-02-16,PROD_GLASS_B2,WAREHOUSE_US_01,7482,30874,1199,37157
inv_20260216_08,2026-02-16,PROD_GLASS_B2,WAREHOUSE_EU_01,11367,30874,2217,40024
inv_20260216_09,2026-02-16,PROD_GLASS_B2,WAREHOUSE_APAC_01,13804,30874,0,44678
inv_20260216_10,2026-02-16,PROD_GLASS_B2,WAREHOUSE_US_02,9513,30874,0,40387
inv_20260216_11,2026-02-16,PROD_GLASS_B2,WAREHOUSE_APAC_02,14404,30874,0,45278
inv_20260216_12,2026-02-16,PROD_GLASS_B2,WAREHOUSE_EU_02,5928,30874,0,36802
inv_20260216_13,2026-02-16,PROD_GLASS_C3,WAREHOUSE_US_01,13483,7958,3232,18209
inv_20260216_14,2026-02-16,PROD_GLASS_C3,WAREHOUSE_EU_01,12539,7958,1303,19194
inv_20260216_15,2026-02-16,PROD_GLASS_C3,WAREHOUSE_APAC_01,7446,7958,0,15404
inv_20260216_16,2026-02-16,PROD_GLASS_C3,WAREHOUSE_US_02,13826,7958,0,21784
inv_20260216_17,2026-02-16,PROD_GLASS_C3,WAREHOUSE_APAC_02,12892,7958,0,20850
inv_20260216_18,2026-02-16,PROD_GLASS_C3,WAREHOUSE_EU_02,11452,7958,0,19410
