production_id,date,plant_id,product_id,quantity_produced,machine_id,temperature,energy_consumption,downtime_minutes
prod_20260212_001,2026-02-12,PLANT_APAC_01,PROD_GLASS_C3,2414,MACHINE_LINE_02,861.2,2249.07,76
prod_20260212_002,2026-02-12,PLANT_EU_01,PROD_GLASS_C3,6693,MACHINE_LINE_07,822.0,6356.81,19
prod_20260212_003,2026-02-12,PLANT_US_01,PROD_GLASS_B2,5929,MACHINE_LINE_01,858.9,5389.6,8
prod_20260212_004,2026-02-12,PLANT_US_01,PROD_GLASS_C3,4672,MACHINE_LINE_05,866.3,4117.73,15
prod_20260212_005,2026-02-12,PLANT_US_01,PROD_GLASS_A1,4967,MACHINE_LINE_04,838.0,4597.88,2
prod_20260212_006,2026-02-12,PLANT_US_01,PROD_GLASS_B2,5563,MACHINE_LINE_07,877.7,5052.22,17
prod_20260212_007,2026-02-12,PLANT_EU_01,PROD_GLASS_C3,4158,MACHINE_LINE_05,827.2,3850.18,37
prod_20260212_008,2026-02-12,PLANT_APAC_01,PROD_GLASS_C3,5691,MACHINE_LINE_05,853.5,5157.63,8
prod_20260212_009,2026-02-12,PLANT_US_01,PROD_GLASS_A1,2121,MACHINE_LINE_02,849.6,1635.88,94
prod_20260212_010,2026-02-12,PLANT_US_01,PROD_GLASS_C3,3597,MACHINE_LINE_05,825.8,3339.88,13
prod_20260212_011,2026-02-12,PLANT_EU_01,PROD_GLASS_B2,4058,MACHINE_LINE_01,849.8,3694.68,19
prod_20260212_012,2026-02-12,PLANT_US_01,PROD_GLASS_B2,5588,MACHINE_LINE_01,826.2,5275.73,4
