supplier_id,supplier_name,material_type,delivery_date,expected_date,delay_days,quality_rating
SUP_GLASS_RAW_01,Supplier_01,Logistics,2026-01-11,2026-01-11,0,92.6
SUP_GLASS_RAW_02,Supplier_02,Raw Materials,2026-01-09,2026-01-09,0,88.4
SUP_METAL_FRAME_01,Supplier_01,Components,2026-01-10,2026-01-10,0,87.2
SUP_METAL_FRAME_02,Supplier_02,Logistics,2026-01-13,2026-01-11,2,90.9
SUP_ADHESIVE_01,Supplier_01,Packaging,2026-01-11,2026-01-11,0,92.4
SUP_ADHESIVE_02,Supplier_02,Raw Materials,2026-01-09,2026-01-09,0,95.6
SUP_LOGISTICS_01,Supplier_01,Logistics,2026-01-11,2026-01-11,0,92.9
SUP_LOGISTICS_02,Supplier_02,Raw Materials,2026-01-11,2026-01-11,0,90.8
SUP_LOGISTICS_03,Supplier_03,Logistics,2026-01-11,2026-01-11,0,91.5
SUP_PACKAGING_01,Supplier_01,Components,2026-01-09,2026-01-09,0,85.9
SUP_PACKAGING_02,Supplier_02,Packaging,2026-01-10,2026-01-10,0,91.0
