shipment_id,order_id,product_id,quantity,origin,destination,supplier_id,dispatch_date,expected_delivery_date,actual_delivery_date,delay_days,status
ship_20260314_001,PO_2026_03_001,PROD_GLASS_B2,2334,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_ADHESIVE_01,2026-03-11,2026-03-23,2026-03-23,0,DELIVERED
ship_20260314_002,PO_2026_03_002,PROD_GLASS_B2,516,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_METAL_FRAME_01,2026-03-12,2026-03-23,2026-03-23,0,DELIVERED
ship_20260314_003,PO_2026_03_003,PROD_GLASS_A1,2289,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_LOGISTICS_01,2026-03-14,2026-03-22,,0,PENDING
ship_20260314_004,PO_2026_03_004,PROD_GLASS_C3,1994,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_PACKAGING_02,2026-03-05,2026-03-31,2026-03-31,0,DELIVERED
ship_20260314_005,PO_2026_03_005,PROD_GLASS_C3,1116,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_ADHESIVE_02,2026-03-10,2026-03-28,2026-03-31,3,DELIVERED
ship_20260314_006,PO_2026_03_006,PROD_GLASS_C3,1254,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_ADHESIVE_02,2026-03-12,2026-04-07,2026-04-07,0,DELIVERED
ship_20260314_007,PO_2026_03_007,PROD_GLASS_C3,1594,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_PACKAGING_02,2026-03-14,2026-03-27,,0,PENDING
ship_20260314_008,PO_2026_03_008,PROD_GLASS_B2,563,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_ADHESIVE_01,2026-03-13,2026-03-19,,0,IN_TRANSIT
ship_20260314_009,PO_2026_03_009,PROD_GLASS_A1,1378,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_LOGISTICS_01,2026-03-14,2026-03-23,,0,PENDING
ship_20260314_010,PO_2026_03_010,PROD_GLASS_C3,1317,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_GLASS_RAW_01,2026-03-14,2026-03-29,,0,PENDING
