shipment_id,order_id,product_id,quantity,origin,destination,supplier_id,dispatch_date,expected_delivery_date,actual_delivery_date,delay_days,status
ship_20260117_001,PO_2026_01_001,PROD_GLASS_A1,1893,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_LOGISTICS_03,2026-01-16,2026-01-29,2026-01-29,0,DELIVERED
ship_20260117_002,PO_2026_01_002,PROD_GLASS_B2,1715,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_LOGISTICS_03,2026-01-17,2026-01-26,,0,PENDING
ship_20260117_003,PO_2026_01_003,PROD_GLASS_A1,915,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_METAL_FRAME_02,2026-01-15,2026-01-26,,0,IN_TRANSIT
ship_20260117_004,PO_2026_01_004,PROD_GLASS_B2,976,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_ADHESIVE_01,2026-01-09,2026-01-30,2026-01-30,0,DELIVERED
ship_20260117_005,PO_2026_01_005,PROD_GLASS_C3,1789,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_METAL_FRAME_01,2026-01-15,2026-01-27,2026-01-28,1,DELIVERED
ship_20260117_006,PO_2026_01_006,PROD_GLASS_A1,807,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_METAL_FRAME_02,2026-01-14,2026-01-24,,0,IN_TRANSIT
ship_20260117_007,PO_2026_01_007,PROD_GLASS_B2,1127,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_LOGISTICS_01,2026-01-14,2026-01-29,2026-01-29,0,DELIVERED
ship_20260117_008,PO_2026_01_008,PROD_GLASS_B2,1865,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_GLASS_RAW_01,2026-01-14,2026-01-26,2026-01-26,0,DELIVERED
ship_20260117_009,PO_2026_01_009,PROD_GLASS_B2,514,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_GLASS_RAW_02,2026-01-17,2026-01-31,,0,PENDING
ship_20260117_010,PO_2026_01_010,PROD_GLASS_A1,1380,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_ADHESIVE_01,2026-01-09,2026-01-23,,0,IN_TRANSIT
