inventory_id,date,product_id,warehouse_id,opening_stock,produced,shipped,closing_stock
inv_20260123_01,2026-01-23,PROD_GLASS_A1,WAREHOUSE_US_01,5557,31112,1648,35021
inv_20260123_02,2026-01-23,PROD_GLASS_A1,WAREHOUSE_EU_01,14317,31112,0,45429
inv_20260123_03,2026-01-23,PROD_GLASS_A1,WAREHOUSE_APAC_01,12517,31112,0,43629
inv_20260123_04,2026-01-23,PROD_GLASS_A1,WAREHOUSE_US_02,7290,31112,0,38402
inv_20260123_05,2026-01-23,PROD_GLASS_A1,WAREHOUSE_APAC_02,8689,31112,0,39801
inv_20260123_06,2026-01-23,PROD_GLASS_A1,WAREHOUSE_EU_02,9839,31112,0,40951
inv_20260123_07,2026-01-23,PROD_GLASS_B2,WAREHOUSE_US_01,12843,15247,4666,23424
inv_20260123_08,2026-01-23,PROD_GLASS_B2,WAREHOUSE_EU_01,12160,15247,0,27407
inv_20260123_09,2026-01-23,PROD_GLASS_B2,WAREHOUSE_APAC_01,10967,15247,0,26214
inv_20260123_10,2026-01-23,PROD_GLASS_B2,WAREHOUSE_US_02,11159,15247,0,26406
inv_20260123_11,2026-01-23,PROD_GLASS_B2,WAREHOUSE_APAC_02,13484,15247,0,28731
inv_20260123_12,2026-01-23,PROD_GLASS_B2,WAREHOUSE_EU_02,8267,15247,0,23514
inv_20260123_13,2026-01-23,PROD_GLASS_C3,WAREHOUSE_US_01,11702,7228,0,18930
inv_20260123_14,2026-01-23,PROD_GLASS_C3,WAREHOUSE_EU_01,5456,7228,0,12684
inv_20260123_15,2026-01-23,PROD_GLASS_C3,WAREHOUSE_APAC_01,11096,7228,0,18324
inv_20260123_16,2026-01-23,PROD_GLASS_C3,WAREHOUSE_US_02,7128,7228,0,14356
inv_20260123_17,2026-01-23,PROD_GLASS_C3,WAREHOUSE_APAC_02,5769,7228,0,12997
inv_20260123_18,2026-01-23,PROD_GLASS_C3,WAREHOUSE_EU_02,10717,7228,0,17945
