shipment_id,order_id,product_id,quantity,origin,destination,supplier_id,dispatch_date,expected_delivery_date,actual_delivery_date,delay_days,status
ship_20260114_001,PO_2026_01_001,PROD_GLASS_A1,1309,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_LOGISTICS_03,2026-01-14,2026-02-03,,0,PENDING
ship_20260114_002,PO_2026_01_002,PROD_GLASS_C3,851,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_LOGISTICS_01,2026-01-10,2026-02-07,,0,IN_TRANSIT
ship_20260114_003,PO_2026_01_003,PROD_GLASS_C3,1155,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_GLASS_RAW_01,2026-01-14,2026-01-19,,0,PENDING
ship_20260114_004,PO_2026_01_004,PROD_GLASS_C3,882,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_ADHESIVE_01,2026-01-08,2026-01-19,2026-01-23,4,DELIVERED
ship_20260114_005,PO_2026_01_005,PROD_GLASS_C3,2262,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_PACKAGING_02,2026-01-08,2026-01-26,2026-01-26,0,DELIVERED
ship_20260114_006,PO_2026_01_006,PROD_GLASS_C3,628,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_LOGISTICS_01,2026-01-14,2026-01-23,,0,PENDING
ship_20260114_007,PO_2026_01_007,PROD_GLASS_A1,1055,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_METAL_FRAME_01,2026-01-09,2026-01-23,,0,IN_TRANSIT
ship_20260114_008,PO_2026_01_008,PROD_GLASS_B2,2410,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_METAL_FRAME_02,2026-01-09,2026-01-22,2026-01-22,0,DELIVERED
ship_20260114_009,PO_2026_01_009,PROD_GLASS_A1,1630,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_LOGISTICS_02,2026-01-10,2026-01-24,2026-01-24,0,DELIVERED
ship_20260114_010,PO_2026_01_010,PROD_GLASS_B2,2029,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_LOGISTICS_02,2026-01-14,2026-02-06,,0,PENDING
