shipment_id,order_id,product_id,quantity,origin,destination,supplier_id,dispatch_date,expected_delivery_date,actual_delivery_date,delay_days,status
ship_20260310_001,PO_2026_03_001,PROD_GLASS_B2,1374,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_PACKAGING_01,2026-03-04,2026-03-18,,0,IN_TRANSIT
ship_20260310_002,PO_2026_03_002,PROD_GLASS_B2,2163,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_ADHESIVE_01,2026-03-08,2026-03-25,,0,IN_TRANSIT
ship_20260310_003,PO_2026_03_003,PROD_GLASS_C3,1116,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_ADHESIVE_02,2026-03-09,2026-03-18,2026-03-20,2,DELIVERED
ship_20260310_004,PO_2026_03_004,PROD_GLASS_B2,975,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_METAL_FRAME_02,2026-03-02,2026-03-18,,0,IN_TRANSIT
ship_20260310_005,PO_2026_03_005,PROD_GLASS_C3,1459,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_ADHESIVE_01,2026-03-08,2026-03-16,,0,IN_TRANSIT
ship_20260310_006,PO_2026_03_006,PROD_GLASS_A1,2347,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_LOGISTICS_02,2026-03-10,2026-03-15,,0,PENDING
ship_20260310_007,PO_2026_03_007,PROD_GLASS_C3,1765,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_ADHESIVE_01,2026-03-07,2026-03-19,2026-03-19,0,DELIVERED
ship_20260310_008,PO_2026_03_008,PROD_GLASS_C3,1839,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_LOGISTICS_02,2026-03-10,2026-03-15,,0,PENDING
ship_20260310_009,PO_2026_03_009,PROD_GLASS_C3,2421,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_LOGISTICS_01,2026-03-10,2026-03-18,,0,PENDING
ship_20260310_010,PO_2026_03_010,PROD_GLASS_C3,2405,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_LOGISTICS_02,2026-03-02,2026-03-21,,0,IN_TRANSIT
