inventory_id,date,product_id,warehouse_id,opening_stock,produced,shipped,closing_stock
inv_20260211_01,2026-02-11,PROD_GLASS_A1,WAREHOUSE_US_01,8239,20101,2731,25609
inv_20260211_02,2026-02-11,PROD_GLASS_A1,WAREHOUSE_EU_01,4314,20101,3722,20693
inv_20260211_03,2026-02-11,PROD_GLASS_A1,WAREHOUSE_APAC_01,14106,20101,0,34207
inv_20260211_04,2026-02-11,PROD_GLASS_A1,WAREHOUSE_US_02,11416,20101,0,31517
inv_20260211_05,2026-02-11,PROD_GLASS_A1,WAREHOUSE_APAC_02,11389,20101,0,31490
inv_20260211_06,2026-02-11,PROD_GLASS_A1,WAREHOUSE_EU_02,5867,20101,0,25968
inv_20260211_07,2026-02-11,PROD_GLASS_B2,WAREHOUSE_US_01,4954,13976,1667,17263
inv_20260211_08,2026-02-11,PROD_GLASS_B2,WAREHOUSE_EU_01,12784,13976,0,26760
inv_20260211_09,2026-02-11,PROD_GLASS_B2,WAREHOUSE_APAC_01,14275,13976,0,28251
inv_20260211_10,2026-02-11,PROD_GLASS_B2,WAREHOUSE_US_02,14103,13976,0,28079
inv_20260211_11,2026-02-11,PROD_GLASS_B2,WAREHOUSE_APAC_02,10566,13976,0,24542
inv_20260211_12,2026-02-11,PROD_GLASS_B2,WAREHOUSE_EU_02,7072,13976,0,21048
inv_20260211_13,2026-02-11,PROD_GLASS_C3,WAREHOUSE_US_01,6796,25672,1558,30910
inv_20260211_14,2026-02-11,PROD_GLASS_C3,WAREHOUSE_EU_01,5557,25672,0,31229
inv_20260211_15,2026-02-11,PROD_GLASS_C3,WAREHOUSE_APAC_01,9870,25672,0,35542
inv_20260211_16,2026-02-11,PROD_GLASS_C3,WAREHOUSE_US_02,5416,25672,0,31088
inv_20260211_17,2026-02-11,PROD_GLASS_C3,WAREHOUSE_APAC_02,7169,25672,0,32841
inv_20260211_18,2026-02-11,PROD_GLASS_C3,WAREHOUSE_EU_02,5424,25672,0,31096
