quality_id,date,product_id,batch_id,defects_count,defect_type,defect_rate
qual_20260223_001,2026-02-23,PROD_GLASS_B2,BATCH_2026_02_23_001,42,SURFACE_SCRATCH,0.92
qual_20260223_002,2026-02-23,PROD_GLASS_A1,BATCH_2026_02_23_002,35,BUBBLE,0.73
qual_20260223_003,2026-02-23,PROD_GLASS_B2,BATCH_2026_02_23_003,139,BUBBLE,1.47
qual_20260223_004,2026-02-23,PROD_GLASS_B2,BATCH_2026_02_23_004,438,CRACK,4.53
qual_20260223_005,2026-02-23,PROD_GLASS_B2,BATCH_2026_02_23_005,32,DISCOLORATION,0.8
qual_20260223_006,2026-02-23,PROD_GLASS_A1,BATCH_2026_02_23_006,216,BUBBLE,2.52
qual_20260223_007,2026-02-23,PROD_GLASS_A1,BATCH_2026_02_23_007,166,DISCOLORATION,2.02
qual_20260223_008,2026-02-23,PROD_GLASS_A1,BATCH_2026_02_23_008,61,DIMENSION_OFF,0.88
qual_20260223_009,2026-02-23,PROD_GLASS_A1,BATCH_2026_02_23_009,107,BUBBLE,1.47
qual_20260223_010,2026-02-23,PROD_GLASS_C3,BATCH_2026_02_23_010,51,OTHER,0.92
qual_20260223_011,2026-02-23,PROD_GLASS_C3,BATCH_2026_02_23_011,449,SURFACE_SCRATCH,4.63
qual_20260223_012,2026-02-23,PROD_GLASS_A1,BATCH_2026_02_23_012,31,DISCOLORATION,0.35
