production_id,date,plant_id,product_id,quantity_produced,machine_id,temperature,energy_consumption,downtime_minutes
prod_20260313_001,2026-03-13,PLANT_APAC_01,PROD_GLASS_B2,3313,MACHINE_LINE_06,831.4,3160.8,11
prod_20260313_002,2026-03-13,PLANT_US_01,PROD_GLASS_A1,5009,MACHINE_LINE_02,840.0,4712.72,28
prod_20260313_003,2026-03-13,PLANT_APAC_01,PROD_GLASS_A1,4699,MACHINE_LINE_07,839.5,4293.94,1
prod_20260313_004,2026-03-13,PLANT_EU_01,PROD_GLASS_C3,3002,MACHINE_LINE_03,851.4,2621.5,4
prod_20260313_005,2026-03-13,PLANT_US_01,PROD_GLASS_A1,4639,MACHINE_LINE_01,864.6,3903.91,9
prod_20260313_006,2026-03-13,PLANT_EU_01,PROD_GLASS_A1,5776,MACHINE_LINE_02,852.9,5482.39,20
prod_20260313_007,2026-03-13,PLANT_US_01,PROD_GLASS_C3,3402,MACHINE_LINE_02,828.3,3171.66,110
prod_20260313_008,2026-03-13,PLANT_EU_01,PROD_GLASS_C3,3519,MACHINE_LINE_06,855.8,3017.97,6
prod_20260313_009,2026-03-13,PLANT_EU_01,PROD_GLASS_A1,5266,MACHINE_LINE_01,862.1,4751.18,22
prod_20260313_010,2026-03-13,PLANT_US_01,PROD_GLASS_A1,5989,MACHINE_LINE_06,837.5,5035.73,14
prod_20260313_011,2026-03-13,PLANT_EU_01,PROD_GLASS_C3,3032,MACHINE_LINE_04,820.6,2625.58,13
prod_20260313_012,2026-03-13,PLANT_EU_01,PROD_GLASS_B2,3501,MACHINE_LINE_06,840.8,3493.99,3
