supplier_id,supplier_name,material_type,delivery_date,expected_date,delay_days,quality_rating
SUP_GLASS_RAW_01,Supplier_01,Raw Materials,2026-02-26,2026-02-26,0,92.8
SUP_GLASS_RAW_02,Supplier_02,Logistics,2026-02-25,2026-02-25,0,87.6
SUP_METAL_FRAME_01,Supplier_01,Packaging,2026-02-25,2026-02-25,0,93.1
SUP_METAL_FRAME_02,Supplier_02,Raw Materials,2026-02-25,2026-02-25,0,90.1
SUP_ADHESIVE_01,Supplier_01,Components,2026-02-26,2026-02-26,0,91.6
SUP_ADHESIVE_02,Supplier_02,Logistics,2026-03-01,2026-03-01,0,90.4
SUP_LOGISTICS_01,Supplier_01,Components,2026-02-25,2026-02-25,0,87.0
SUP_LOGISTICS_02,Supplier_02,Components,2026-02-26,2026-02-26,0,88.1
SUP_LOGISTICS_03,Supplier_03,Packaging,2026-02-25,2026-02-25,0,87.7
SUP_PACKAGING_01,Supplier_01,Raw Materials,2026-02-25,2026-02-25,0,92.8
SUP_PACKAGING_02,Supplier_02,Raw Materials,2026-02-28,2026-02-28,0,86.7
