production_id,date,plant_id,product_id,quantity_produced,machine_id,temperature,energy_consumption,downtime_minutes
prod_20260407_001,2026-04-07,PLANT_APAC_01,PROD_GLASS_A1,3495,MACHINE_LINE_02,851.7,3317.14,0
prod_20260407_002,2026-04-07,PLANT_APAC_01,PROD_GLASS_B2,4372,MACHINE_LINE_02,847.9,3697.16,8
prod_20260407_003,2026-04-07,PLANT_US_01,PROD_GLASS_B2,3355,MACHINE_LINE_03,883.5,3310.76,23
prod_20260407_004,2026-04-07,PLANT_EU_01,PROD_GLASS_A1,3768,MACHINE_LINE_06,849.8,3067.24,36
prod_20260407_005,2026-04-07,PLANT_APAC_01,PROD_GLASS_B2,5102,MACHINE_LINE_04,854.0,4572.84,13
prod_20260407_006,2026-04-07,PLANT_US_01,PROD_GLASS_C3,5466,MACHINE_LINE_03,842.2,4528.78,4
prod_20260407_007,2026-04-07,PLANT_US_01,PROD_GLASS_B2,5306,MACHINE_LINE_06,833.9,4836.2,3
prod_20260407_008,2026-04-07,PLANT_US_01,PROD_GLASS_C3,6371,MACHINE_LINE_06,852.0,6094.1,1
prod_20260407_009,2026-04-07,PLANT_APAC_01,PROD_GLASS_B2,3720,MACHINE_LINE_07,851.6,3775.45,26
prod_20260407_010,2026-04-07,PLANT_US_01,PROD_GLASS_C3,6327,MACHINE_LINE_07,855.0,5785.5,15
prod_20260407_011,2026-04-07,PLANT_US_01,PROD_GLASS_B2,4685,MACHINE_LINE_05,843.9,4355.1,21
prod_20260407_012,2026-04-07,PLANT_EU_01,PROD_GLASS_B2,3889,MACHINE_LINE_01,842.7,3611.93,9
