shipment_id,order_id,product_id,quantity,origin,destination,supplier_id,dispatch_date,expected_delivery_date,actual_delivery_date,delay_days,status
ship_20260212_001,PO_2026_02_001,PROD_GLASS_B2,1464,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_ADHESIVE_02,2026-02-09,2026-02-20,2026-02-20,0,DELIVERED
ship_20260212_002,PO_2026_02_002,PROD_GLASS_C3,1361,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_LOGISTICS_03,2026-02-03,2026-02-21,,0,IN_TRANSIT
ship_20260212_003,PO_2026_02_003,PROD_GLASS_B2,2023,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_LOGISTICS_03,2026-02-08,2026-03-08,,0,IN_TRANSIT
ship_20260212_004,PO_2026_02_004,PROD_GLASS_A1,1215,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_LOGISTICS_03,2026-02-04,2026-03-04,,0,IN_TRANSIT
ship_20260212_005,PO_2026_02_005,PROD_GLASS_B2,1072,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_PACKAGING_02,2026-02-11,2026-03-07,2026-03-09,2,DELIVERED
ship_20260212_006,PO_2026_02_006,PROD_GLASS_C3,2468,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_LOGISTICS_03,2026-02-06,2026-02-17,,0,IN_TRANSIT
ship_20260212_007,PO_2026_02_007,PROD_GLASS_A1,1970,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_ADHESIVE_01,2026-02-04,2026-02-22,,0,IN_TRANSIT
ship_20260212_008,PO_2026_02_008,PROD_GLASS_C3,2467,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_METAL_FRAME_01,2026-02-10,2026-02-21,2026-02-21,0,DELIVERED
ship_20260212_009,PO_2026_02_009,PROD_GLASS_A1,1156,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_ADHESIVE_02,2026-02-11,2026-02-25,2026-03-01,4,DELIVERED
ship_20260212_010,PO_2026_02_010,PROD_GLASS_C3,2479,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_ADHESIVE_02,2026-02-12,2026-02-20,,0,PENDING
