shipment_id,order_id,product_id,quantity,origin,destination,supplier_id,dispatch_date,expected_delivery_date,actual_delivery_date,delay_days,status
ship_20260406_001,PO_2026_04_001,PROD_GLASS_C3,982,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_PACKAGING_01,2026-03-31,2026-04-14,2026-04-17,3.0,DELIVERED
ship_20260406_002,PO_2026_04_002,PROD_GLASS_B2,1408,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_GLASS_RAW_01,2026-04-06,2026-04-12,,0.0,PENDING
ship_20260406_003,PO_2026_04_003,PROD_GLASS_A1,1377,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_LOGISTICS_03,2026-04-01,2026-04-14,2026-04-14,0.0,DELIVERED
ship_20260406_004,PO_2026_04_004,PROD_GLASS_C3,510,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_GLASS_RAW_02,2026-03-29,2026-04-11,2026-04-11,0.0,DELIVERED
ship_20260406_005,PO_2026_04_005,PROD_GLASS_C3,1875,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_METAL_FRAME_01,2026-04-06,2026-04-14,,0.0,PENDING
ship_20260406_006,PO_2026_04_006,PROD_GLASS_C3,1776,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_PACKAGING_01,2026-03-31,2026-04-14,,0.0,IN_TRANSIT
ship_20260406_007,PO_2026_04_007,PROD_GLASS_A1,570,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_PACKAGING_02,2026-04-06,2026-04-30,,0.0,PENDING
ship_20260406_008,PO_2026_04_008,PROD_GLASS_B2,1908,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_LOGISTICS_02,2026-04-05,2026-04-19,2026-04-23,4.0,DELIVERED
ship_20260406_009,PO_2026_04_009,PROD_GLASS_C3,563,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_LOGISTICS_03,2026-03-28,2026-04-11,2026-04-12,1.0,DELIVERED
ship_20260406_010,PO_2026_04_010,PROD_GLASS_C3,2205,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_PACKAGING_02,2026-04-04,2026-04-28,,0.0,IN_TRANSIT
