production_id,date,plant_id,product_id,quantity_produced,machine_id,temperature,energy_consumption,downtime_minutes
prod_20260126_001,2026-01-26,PLANT_APAC_01,PROD_GLASS_C3,4005,MACHINE_LINE_05,865.1,3299.62,16
prod_20260126_002,2026-01-26,PLANT_APAC_01,PROD_GLASS_B2,4041,MACHINE_LINE_06,844.1,3422.19,32
prod_20260126_003,2026-01-26,PLANT_US_01,PROD_GLASS_B2,4927,MACHINE_LINE_03,822.1,4138.68,21
prod_20260126_004,2026-01-26,PLANT_APAC_01,PROD_GLASS_B2,6674,MACHINE_LINE_06,866.2,5701.49,15
prod_20260126_005,2026-01-26,PLANT_US_01,PROD_GLASS_C3,6995,MACHINE_LINE_03,860.5,6296.59,11
prod_20260126_006,2026-01-26,PLANT_EU_01,PROD_GLASS_B2,4235,MACHINE_LINE_05,836.1,3886.1,23
prod_20260126_007,2026-01-26,PLANT_EU_01,PROD_GLASS_A1,3937,MACHINE_LINE_03,867.8,3161.55,8
prod_20260126_008,2026-01-26,PLANT_EU_01,PROD_GLASS_C3,6077,MACHINE_LINE_07,885.3,5442.11,11
prod_20260126_009,2026-01-26,PLANT_US_01,PROD_GLASS_A1,3163,MACHINE_LINE_06,853.3,2998.52,16
prod_20260126_010,2026-01-26,PLANT_EU_01,PROD_GLASS_A1,3117,MACHINE_LINE_03,837.8,2617.34,20
prod_20260126_011,2026-01-26,PLANT_APAC_01,PROD_GLASS_A1,3443,MACHINE_LINE_07,869.5,3288.8,15
prod_20260126_012,2026-01-26,PLANT_US_01,PROD_GLASS_C3,3804,MACHINE_LINE_01,849.5,3495.4,14
