supplier_id,supplier_name,material_type,delivery_date,expected_date,delay_days,quality_rating
SUP_GLASS_RAW_01,Supplier_01,Packaging,2026-03-19,2026-03-19,0,92.5
SUP_GLASS_RAW_02,Supplier_02,Components,2026-03-19,2026-03-19,0,90.8
SUP_METAL_FRAME_01,Supplier_01,Logistics,2026-03-18,2026-03-18,0,85.7
SUP_METAL_FRAME_02,Supplier_02,Packaging,2026-03-19,2026-03-19,0,89.5
SUP_ADHESIVE_01,Supplier_01,Components,2026-03-20,2026-03-20,0,93.5
SUP_ADHESIVE_02,Supplier_02,Raw Materials,2026-03-22,2026-03-22,0,95.2
SUP_LOGISTICS_01,Supplier_01,Packaging,2026-03-18,2026-03-18,0,94.4
SUP_LOGISTICS_02,Supplier_02,Components,2026-03-22,2026-03-22,0,90.0
SUP_LOGISTICS_03,Supplier_03,Raw Materials,2026-03-22,2026-03-22,0,89.9
SUP_PACKAGING_01,Supplier_01,Components,2026-03-22,2026-03-22,0,93.3
SUP_PACKAGING_02,Supplier_02,Logistics,2026-03-21,2026-03-21,0,91.7
