supplier_id,supplier_name,material_type,delivery_date,expected_date,delay_days,quality_rating
SUP_GLASS_RAW_01,Supplier_01,Raw Materials,2026-03-15,2026-03-15,0,90.0
SUP_GLASS_RAW_02,Supplier_02,Components,2026-03-17,2026-03-17,0,92.3
SUP_METAL_FRAME_01,Supplier_01,Packaging,2026-03-18,2026-03-18,0,90.2
SUP_METAL_FRAME_02,Supplier_02,Packaging,2026-03-18,2026-03-18,0,87.7
SUP_ADHESIVE_01,Supplier_01,Packaging,2026-03-15,2026-03-15,0,94.4
SUP_ADHESIVE_02,Supplier_02,Raw Materials,2026-03-15,2026-03-15,0,92.8
SUP_LOGISTICS_01,Supplier_01,Components,2026-03-19,2026-03-19,0,97.0
SUP_LOGISTICS_02,Supplier_02,Components,2026-03-18,2026-03-18,0,82.5
SUP_LOGISTICS_03,Supplier_03,Logistics,2026-03-19,2026-03-19,0,90.8
SUP_PACKAGING_01,Supplier_01,Components,2026-03-18,2026-03-18,0,91.1
SUP_PACKAGING_02,Supplier_02,Logistics,2026-03-20,2026-03-19,1,91.4
