shipment_id,order_id,product_id,quantity,origin,destination,supplier_id,dispatch_date,expected_delivery_date,actual_delivery_date,delay_days,status
ship_20260405_001,PO_2026_04_001,PROD_GLASS_B2,625,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_ADHESIVE_02,2026-04-05,2026-04-14,,0,PENDING
ship_20260405_002,PO_2026_04_002,PROD_GLASS_C3,1191,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_LOGISTICS_01,2026-04-05,2026-04-13,,0,PENDING
ship_20260405_003,PO_2026_04_003,PROD_GLASS_B2,1082,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_METAL_FRAME_02,2026-04-05,2026-04-26,,0,PENDING
ship_20260405_004,PO_2026_04_004,PROD_GLASS_B2,2362,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_PACKAGING_02,2026-04-02,2026-04-14,2026-04-16,2,DELIVERED
ship_20260405_005,PO_2026_04_005,PROD_GLASS_C3,1654,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_ADHESIVE_01,2026-04-05,2026-04-21,,0,PENDING
ship_20260405_006,PO_2026_04_006,PROD_GLASS_C3,2396,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_PACKAGING_01,2026-03-31,2026-04-16,2026-04-16,0,DELIVERED
ship_20260405_007,PO_2026_04_007,PROD_GLASS_C3,830,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_PACKAGING_02,2026-04-05,2026-04-25,,0,PENDING
ship_20260405_008,PO_2026_04_008,PROD_GLASS_B2,1482,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_METAL_FRAME_02,2026-04-05,2026-04-14,,0,PENDING
ship_20260405_009,PO_2026_04_009,PROD_GLASS_C3,2436,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_PACKAGING_01,2026-03-30,2026-04-20,2026-04-20,0,DELIVERED
ship_20260405_010,PO_2026_04_010,PROD_GLASS_B2,1327,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_GLASS_RAW_01,2026-04-05,2026-04-13,,0,PENDING
