quality_id,date,product_id,batch_id,defects_count,defect_type,defect_rate
qual_20251230_001,2025-12-30,PROD_GLASS_A1,BATCH_2025_12_30_001,55,DISCOLORATION,0.9
qual_20251230_002,2025-12-30,PROD_GLASS_B2,BATCH_2025_12_30_002,12,DISCOLORATION,0.21
qual_20251230_003,2025-12-30,PROD_GLASS_C3,BATCH_2025_12_30_003,277,OTHER,3.91
qual_20251230_004,2025-12-30,PROD_GLASS_C3,BATCH_2025_12_30_004,7,CRACK,0.13
qual_20251230_005,2025-12-30,PROD_GLASS_A1,BATCH_2025_12_30_005,48,DISCOLORATION,1.0
qual_20251230_006,2025-12-30,PROD_GLASS_B2,BATCH_2025_12_30_006,34,OTHER,0.56
qual_20251230_007,2025-12-30,PROD_GLASS_C3,BATCH_2025_12_30_007,49,BUBBLE,0.71
qual_20251230_008,2025-12-30,PROD_GLASS_B2,BATCH_2025_12_30_008,110,OTHER,2.65
qual_20251230_009,2025-12-30,PROD_GLASS_A1,BATCH_2025_12_30_009,28,BUBBLE,0.35
qual_20251230_010,2025-12-30,PROD_GLASS_C3,BATCH_2025_12_30_010,130,BUBBLE,2.32
qual_20251230_011,2025-12-30,PROD_GLASS_B2,BATCH_2025_12_30_011,92,DISCOLORATION,1.46
qual_20251230_012,2025-12-30,PROD_GLASS_C3,BATCH_2025_12_30_012,164,SURFACE_SCRATCH,2.61
