production_id,date,plant_id,product_id,quantity_produced,machine_id,temperature,energy_consumption,downtime_minutes
prod_20260202_001,2026-02-02,PLANT_EU_01,PROD_GLASS_C3,4808,MACHINE_LINE_07,846.0,4735.29,50
prod_20260202_002,2026-02-02,PLANT_APAC_01,PROD_GLASS_A1,2460,MACHINE_LINE_02,854.4,2079.24,96
prod_20260202_003,2026-02-02,PLANT_APAC_01,PROD_GLASS_A1,3475,MACHINE_LINE_03,854.9,3304.35,7
prod_20260202_004,2026-02-02,PLANT_EU_01,PROD_GLASS_B2,3696,MACHINE_LINE_02,855.5,3304.42,62
prod_20260202_005,2026-02-02,PLANT_US_01,PROD_GLASS_A1,6616,MACHINE_LINE_07,845.2,5956.25,2
prod_20260202_006,2026-02-02,PLANT_EU_01,PROD_GLASS_B2,3384,MACHINE_LINE_02,837.4,2959.55,2
prod_20260202_007,2026-02-02,PLANT_US_01,PROD_GLASS_A1,3702,MACHINE_LINE_06,830.8,3145.66,6
prod_20260202_008,2026-02-02,PLANT_APAC_01,PROD_GLASS_A1,5157,MACHINE_LINE_06,858.8,4763.04,12
prod_20260202_009,2026-02-02,PLANT_APAC_01,PROD_GLASS_C3,6364,MACHINE_LINE_01,855.0,5910.24,11
prod_20260202_010,2026-02-02,PLANT_APAC_01,PROD_GLASS_A1,3668,MACHINE_LINE_01,843.6,3420.02,40
prod_20260202_011,2026-02-02,PLANT_APAC_01,PROD_GLASS_C3,2597,MACHINE_LINE_02,861.6,2170.98,53
prod_20260202_012,2026-02-02,PLANT_APAC_01,PROD_GLASS_A1,5940,MACHINE_LINE_07,869.9,5585.42,4
