quality_id,date,product_id,batch_id,defects_count,defect_type,defect_rate
qual_20260212_001,2026-02-12,PROD_GLASS_C3,BATCH_2026_02_12_001,138,DISCOLORATION,1.42
qual_20260212_002,2026-02-12,PROD_GLASS_B2,BATCH_2026_02_12_002,38,DISCOLORATION,0.64
qual_20260212_003,2026-02-12,PROD_GLASS_A1,BATCH_2026_02_12_003,157,DISCOLORATION,3.88
qual_20260212_004,2026-02-12,PROD_GLASS_B2,BATCH_2026_02_12_004,72,SURFACE_SCRATCH,1.48
qual_20260212_005,2026-02-12,PROD_GLASS_A1,BATCH_2026_02_12_005,68,OTHER,0.91
qual_20260212_006,2026-02-12,PROD_GLASS_B2,BATCH_2026_02_12_006,202,DIMENSION_OFF,3.83
qual_20260212_007,2026-02-12,PROD_GLASS_C3,BATCH_2026_02_12_007,56,DIMENSION_OFF,0.68
qual_20260212_008,2026-02-12,PROD_GLASS_B2,BATCH_2026_02_12_008,15,CRACK,0.38
qual_20260212_009,2026-02-12,PROD_GLASS_C3,BATCH_2026_02_12_009,70,DISCOLORATION,0.97
qual_20260212_010,2026-02-12,PROD_GLASS_B2,BATCH_2026_02_12_010,54,OTHER,0.89
qual_20260212_011,2026-02-12,PROD_GLASS_A1,BATCH_2026_02_12_011,128,BUBBLE,1.35
qual_20260212_012,2026-02-12,PROD_GLASS_A1,BATCH_2026_02_12_012,25,OTHER,0.36
