supplier_id,supplier_name,material_type,delivery_date,expected_date,delay_days,quality_rating
SUP_GLASS_RAW_01,Supplier_01,Raw Materials,2026-02-22,2026-02-22,0,85.8
SUP_GLASS_RAW_02,Supplier_02,Raw Materials,2026-02-18,2026-02-18,0,95.1
SUP_METAL_FRAME_01,Supplier_01,Packaging,2026-02-20,2026-02-20,0,91.4
SUP_METAL_FRAME_02,Supplier_02,Logistics,2026-02-20,2026-02-20,0,93.3
SUP_ADHESIVE_01,Supplier_01,Packaging,2026-02-18,2026-02-18,0,91.0
SUP_ADHESIVE_02,Supplier_02,Components,2026-02-18,2026-02-18,0,87.6
SUP_LOGISTICS_01,Supplier_01,Packaging,2026-02-21,2026-02-21,0,88.0
SUP_LOGISTICS_02,Supplier_02,Raw Materials,2026-02-20,2026-02-20,0,90.7
SUP_LOGISTICS_03,Supplier_03,Components,2026-02-21,2026-02-21,0,92.6
SUP_PACKAGING_01,Supplier_01,Components,2026-02-19,2026-02-19,0,90.8
SUP_PACKAGING_02,Supplier_02,Components,2026-02-19,2026-02-19,0,90.8
