quality_id,date,product_id,batch_id,defects_count,defect_type,defect_rate
qual_20260209_001,2026-02-09,PROD_GLASS_A1,BATCH_2026_02_09_001,57,DIMENSION_OFF,0.7
qual_20260209_002,2026-02-09,PROD_GLASS_B2,BATCH_2026_02_09_002,78,SURFACE_SCRATCH,0.87
qual_20260209_003,2026-02-09,PROD_GLASS_B2,BATCH_2026_02_09_003,30,DIMENSION_OFF,0.48
qual_20260209_004,2026-02-09,PROD_GLASS_C3,BATCH_2026_02_09_004,329,SURFACE_SCRATCH,4.33
qual_20260209_005,2026-02-09,PROD_GLASS_A1,BATCH_2026_02_09_005,26,DIMENSION_OFF,0.43
qual_20260209_006,2026-02-09,PROD_GLASS_C3,BATCH_2026_02_09_006,62,BUBBLE,1.11
qual_20260209_007,2026-02-09,PROD_GLASS_A1,BATCH_2026_02_09_007,40,CRACK,0.69
qual_20260209_008,2026-02-09,PROD_GLASS_C3,BATCH_2026_02_09_008,5,DIMENSION_OFF,0.13
qual_20260209_009,2026-02-09,PROD_GLASS_B2,BATCH_2026_02_09_009,143,BUBBLE,3.05
qual_20260209_010,2026-02-09,PROD_GLASS_C3,BATCH_2026_02_09_010,99,SURFACE_SCRATCH,2.04
qual_20260209_011,2026-02-09,PROD_GLASS_B2,BATCH_2026_02_09_011,46,SURFACE_SCRATCH,0.85
qual_20260209_012,2026-02-09,PROD_GLASS_B2,BATCH_2026_02_09_012,71,SURFACE_SCRATCH,1.36
