inventory_id,date,product_id,warehouse_id,opening_stock,produced,shipped,closing_stock
inv_20260327_01,2026-03-27,PROD_GLASS_A1,WAREHOUSE_US_01,10424,20107,0,30531
inv_20260327_02,2026-03-27,PROD_GLASS_A1,WAREHOUSE_EU_01,5234,20107,622,24719
inv_20260327_03,2026-03-27,PROD_GLASS_A1,WAREHOUSE_APAC_01,4020,20107,0,24127
inv_20260327_04,2026-03-27,PROD_GLASS_A1,WAREHOUSE_US_02,4286,20107,0,24393
inv_20260327_05,2026-03-27,PROD_GLASS_A1,WAREHOUSE_APAC_02,6371,20107,0,26478
inv_20260327_06,2026-03-27,PROD_GLASS_A1,WAREHOUSE_EU_02,13623,20107,0,33730
inv_20260327_07,2026-03-27,PROD_GLASS_B2,WAREHOUSE_US_01,5675,19504,1357,23822
inv_20260327_08,2026-03-27,PROD_GLASS_B2,WAREHOUSE_EU_01,9420,19504,1334,27590
inv_20260327_09,2026-03-27,PROD_GLASS_B2,WAREHOUSE_APAC_01,12068,19504,1859,29713
inv_20260327_10,2026-03-27,PROD_GLASS_B2,WAREHOUSE_US_02,4693,19504,0,24197
inv_20260327_11,2026-03-27,PROD_GLASS_B2,WAREHOUSE_APAC_02,14951,19504,0,34455
inv_20260327_12,2026-03-27,PROD_GLASS_B2,WAREHOUSE_EU_02,10211,19504,0,29715
inv_20260327_13,2026-03-27,PROD_GLASS_C3,WAREHOUSE_US_01,11602,24274,2754,33122
inv_20260327_14,2026-03-27,PROD_GLASS_C3,WAREHOUSE_EU_01,5291,24274,1086,28479
inv_20260327_15,2026-03-27,PROD_GLASS_C3,WAREHOUSE_APAC_01,11748,24274,0,36022
inv_20260327_16,2026-03-27,PROD_GLASS_C3,WAREHOUSE_US_02,6208,24274,0,30482
inv_20260327_17,2026-03-27,PROD_GLASS_C3,WAREHOUSE_APAC_02,8440,24274,0,32714
inv_20260327_18,2026-03-27,PROD_GLASS_C3,WAREHOUSE_EU_02,9274,24274,0,33548
