supplier_id,supplier_name,material_type,delivery_date,expected_date,delay_days,quality_rating
SUP_GLASS_RAW_01,Supplier_01,Logistics,2026-03-29,2026-03-29,0,90.9
SUP_GLASS_RAW_02,Supplier_02,Packaging,2026-03-27,2026-03-27,0,91.1
SUP_METAL_FRAME_01,Supplier_01,Logistics,2026-03-28,2026-03-28,0,92.6
SUP_METAL_FRAME_02,Supplier_02,Packaging,2026-03-29,2026-03-29,0,94.0
SUP_ADHESIVE_01,Supplier_01,Raw Materials,2026-03-29,2026-03-29,0,86.5
SUP_ADHESIVE_02,Supplier_02,Components,2026-03-30,2026-03-30,0,91.4
SUP_LOGISTICS_01,Supplier_01,Logistics,2026-03-28,2026-03-28,0,90.0
SUP_LOGISTICS_02,Supplier_02,Raw Materials,2026-03-27,2026-03-27,0,90.7
SUP_LOGISTICS_03,Supplier_03,Raw Materials,2026-03-30,2026-03-30,0,91.2
SUP_PACKAGING_01,Supplier_01,Packaging,2026-03-30,2026-03-30,0,95.9
SUP_PACKAGING_02,Supplier_02,Logistics,2026-03-27,2026-03-27,0,92.9
