quality_id,date,product_id,batch_id,defects_count,defect_type,defect_rate
qual_20260123_001,2026-01-23,PROD_GLASS_C3,BATCH_2026_01_23_001,14,OTHER,0.22
qual_20260123_002,2026-01-23,PROD_GLASS_C3,BATCH_2026_01_23_002,178,SURFACE_SCRATCH,3.96
qual_20260123_003,2026-01-23,PROD_GLASS_C3,BATCH_2026_01_23_003,32,DIMENSION_OFF,0.65
qual_20260123_004,2026-01-23,PROD_GLASS_A1,BATCH_2026_01_23_004,79,OTHER,0.8
qual_20260123_005,2026-01-23,PROD_GLASS_C3,BATCH_2026_01_23_005,98,DIMENSION_OFF,1.31
qual_20260123_006,2026-01-23,PROD_GLASS_C3,BATCH_2026_01_23_006,18,CRACK,0.22
qual_20260123_007,2026-01-23,PROD_GLASS_B2,BATCH_2026_01_23_007,72,SURFACE_SCRATCH,1.43
qual_20260123_008,2026-01-23,PROD_GLASS_A1,BATCH_2026_01_23_008,50,DISCOLORATION,0.78
qual_20260123_009,2026-01-23,PROD_GLASS_C3,BATCH_2026_01_23_009,15,BUBBLE,0.24
qual_20260123_010,2026-01-23,PROD_GLASS_C3,BATCH_2026_01_23_010,216,CRACK,4.31
qual_20260123_011,2026-01-23,PROD_GLASS_B2,BATCH_2026_01_23_011,69,DISCOLORATION,1.36
qual_20260123_012,2026-01-23,PROD_GLASS_B2,BATCH_2026_01_23_012,112,BUBBLE,1.16
