supplier_id,supplier_name,material_type,delivery_date,expected_date,delay_days,quality_rating
SUP_GLASS_RAW_01,Supplier_01,Components,2026-01-01,2025-12-31,1,93.2
SUP_GLASS_RAW_02,Supplier_02,Logistics,2025-12-31,2025-12-31,0,91.6
SUP_METAL_FRAME_01,Supplier_01,Components,2025-12-31,2025-12-31,0,90.3
SUP_METAL_FRAME_02,Supplier_02,Logistics,2025-12-28,2025-12-28,0,85.5
SUP_ADHESIVE_01,Supplier_01,Components,2025-12-31,2025-12-31,0,81.9
SUP_ADHESIVE_02,Supplier_02,Logistics,2025-12-31,2025-12-31,0,92.8
SUP_LOGISTICS_01,Supplier_01,Components,2025-12-29,2025-12-29,0,92.4
SUP_LOGISTICS_02,Supplier_02,Logistics,2025-12-31,2025-12-31,0,95.6
SUP_LOGISTICS_03,Supplier_03,Raw Materials,2025-12-28,2025-12-28,0,89.5
SUP_PACKAGING_01,Supplier_01,Components,2025-12-27,2025-12-27,0,90.8
SUP_PACKAGING_02,Supplier_02,Raw Materials,2025-12-28,2025-12-28,0,91.6
