production_id,date,plant_id,product_id,quantity_produced,machine_id,temperature,energy_consumption,downtime_minutes
prod_20260326_001,2026-03-26,PLANT_APAC_01,PROD_GLASS_C3,6038,MACHINE_LINE_01,822.2,5290.82,4
prod_20260326_002,2026-03-26,PLANT_US_01,PROD_GLASS_A1,5170,MACHINE_LINE_07,855.8,4399.98,29
prod_20260326_003,2026-03-26,PLANT_EU_01,PROD_GLASS_C3,5135,MACHINE_LINE_06,845.8,4538.19,21
prod_20260326_004,2026-03-26,PLANT_US_01,PROD_GLASS_B2,5925,MACHINE_LINE_02,867.6,5257.6,5
prod_20260326_005,2026-03-26,PLANT_APAC_01,PROD_GLASS_A1,2122,MACHINE_LINE_07,896.5,1858.19,118
prod_20260326_006,2026-03-26,PLANT_EU_01,PROD_GLASS_A1,4867,MACHINE_LINE_02,878.0,4544.34,8
prod_20260326_007,2026-03-26,PLANT_US_01,PROD_GLASS_A1,6749,MACHINE_LINE_06,841.3,6226.53,13
prod_20260326_008,2026-03-26,PLANT_APAC_01,PROD_GLASS_B2,5353,MACHINE_LINE_06,866.5,4720.09,23
prod_20260326_009,2026-03-26,PLANT_APAC_01,PROD_GLASS_A1,3214,MACHINE_LINE_01,825.1,2847.0,1
prod_20260326_010,2026-03-26,PLANT_EU_01,PROD_GLASS_B2,4698,MACHINE_LINE_04,839.5,4168.21,0
prod_20260326_011,2026-03-26,PLANT_EU_01,PROD_GLASS_C3,5910,MACHINE_LINE_04,845.6,5438.43,14
prod_20260326_012,2026-03-26,PLANT_EU_01,PROD_GLASS_A1,3763,MACHINE_LINE_06,861.2,3529.85,25
