inventory_id,date,product_id,warehouse_id,opening_stock,produced,shipped,closing_stock
inv_20260314_01,2026-03-14,PROD_GLASS_A1,WAREHOUSE_US_01,7469,9407,0,16876
inv_20260314_02,2026-03-14,PROD_GLASS_A1,WAREHOUSE_EU_01,9839,9407,0,19246
inv_20260314_03,2026-03-14,PROD_GLASS_A1,WAREHOUSE_APAC_01,7827,9407,0,17234
inv_20260314_04,2026-03-14,PROD_GLASS_A1,WAREHOUSE_US_02,4183,9407,0,13590
inv_20260314_05,2026-03-14,PROD_GLASS_A1,WAREHOUSE_APAC_02,6860,9407,0,16267
inv_20260314_06,2026-03-14,PROD_GLASS_A1,WAREHOUSE_EU_02,4845,9407,0,14252
inv_20260314_07,2026-03-14,PROD_GLASS_B2,WAREHOUSE_US_01,12192,35183,2334,45041
inv_20260314_08,2026-03-14,PROD_GLASS_B2,WAREHOUSE_EU_01,7681,35183,516,42348
inv_20260314_09,2026-03-14,PROD_GLASS_B2,WAREHOUSE_APAC_01,7593,35183,563,42213
inv_20260314_10,2026-03-14,PROD_GLASS_B2,WAREHOUSE_US_02,11076,35183,0,46259
inv_20260314_11,2026-03-14,PROD_GLASS_B2,WAREHOUSE_APAC_02,11625,35183,0,46808
inv_20260314_12,2026-03-14,PROD_GLASS_B2,WAREHOUSE_EU_02,11319,35183,0,46502
inv_20260314_13,2026-03-14,PROD_GLASS_C3,WAREHOUSE_US_01,13494,18801,4364,27931
inv_20260314_14,2026-03-14,PROD_GLASS_C3,WAREHOUSE_EU_01,8094,18801,0,26895
inv_20260314_15,2026-03-14,PROD_GLASS_C3,WAREHOUSE_APAC_01,4122,18801,0,22923
inv_20260314_16,2026-03-14,PROD_GLASS_C3,WAREHOUSE_US_02,10254,18801,0,29055
inv_20260314_17,2026-03-14,PROD_GLASS_C3,WAREHOUSE_APAC_02,6082,18801,0,24883
inv_20260314_18,2026-03-14,PROD_GLASS_C3,WAREHOUSE_EU_02,14035,18801,0,32836
