supplier_id,supplier_name,material_type,delivery_date,expected_date,delay_days,quality_rating
SUP_GLASS_RAW_01,Supplier_01,Logistics,2026-02-24,2026-02-24,0,92.9
SUP_GLASS_RAW_02,Supplier_02,Packaging,2026-02-22,2026-02-22,0,95.7
SUP_METAL_FRAME_01,Supplier_01,Raw Materials,2026-02-20,2026-02-20,0,93.3
SUP_METAL_FRAME_02,Supplier_02,Packaging,2026-02-20,2026-02-20,0,92.4
SUP_ADHESIVE_01,Supplier_01,Components,2026-02-21,2026-02-21,0,94.5
SUP_ADHESIVE_02,Supplier_02,Raw Materials,2026-02-20,2026-02-20,0,92.2
SUP_LOGISTICS_01,Supplier_01,Logistics,2026-02-21,2026-02-21,0,87.6
SUP_LOGISTICS_02,Supplier_02,Components,2026-02-24,2026-02-22,2,92.9
SUP_LOGISTICS_03,Supplier_03,Logistics,2026-02-20,2026-02-20,0,89.2
SUP_PACKAGING_01,Supplier_01,Packaging,2026-02-20,2026-02-20,0,88.6
SUP_PACKAGING_02,Supplier_02,Packaging,2026-02-20,2026-02-20,0,89.9
