shipment_id,order_id,product_id,quantity,origin,destination,supplier_id,dispatch_date,expected_delivery_date,actual_delivery_date,delay_days,status
ship_20260110_001,PO_2026_01_001,PROD_GLASS_B2,1320,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_LOGISTICS_01,2026-01-09,2026-01-23,2026-01-23,0,DELIVERED
ship_20260110_002,PO_2026_01_002,PROD_GLASS_B2,500,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_LOGISTICS_01,2026-01-09,2026-01-15,,0,IN_TRANSIT
ship_20260110_003,PO_2026_01_003,PROD_GLASS_A1,1832,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_LOGISTICS_02,2026-01-04,2026-01-17,2026-01-17,0,DELIVERED
ship_20260110_004,PO_2026_01_004,PROD_GLASS_A1,2248,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_ADHESIVE_02,2026-01-01,2026-01-19,2026-01-19,0,DELIVERED
ship_20260110_005,PO_2026_01_005,PROD_GLASS_C3,1717,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_PACKAGING_01,2026-01-03,2026-02-01,2026-02-01,0,DELIVERED
ship_20260110_006,PO_2026_01_006,PROD_GLASS_B2,1091,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_GLASS_RAW_01,2026-01-01,2026-01-15,2026-01-15,0,DELIVERED
ship_20260110_007,PO_2026_01_007,PROD_GLASS_B2,2304,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_GLASS_RAW_01,2026-01-04,2026-01-19,,0,IN_TRANSIT
ship_20260110_008,PO_2026_01_008,PROD_GLASS_B2,1072,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_ADHESIVE_02,2026-01-10,2026-02-01,,0,PENDING
ship_20260110_009,PO_2026_01_009,PROD_GLASS_B2,867,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_ADHESIVE_02,2026-01-07,2026-01-16,,0,IN_TRANSIT
ship_20260110_010,PO_2026_01_010,PROD_GLASS_C3,1558,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_ADHESIVE_02,2026-01-01,2026-01-20,2026-01-22,2,DELIVERED
