inventory_id,date,product_id,warehouse_id,opening_stock,produced,shipped,closing_stock
inv_20260113_01,2026-01-13,PROD_GLASS_A1,WAREHOUSE_US_01,14422,10798,0,25220
inv_20260113_02,2026-01-13,PROD_GLASS_A1,WAREHOUSE_EU_01,8845,10798,0,19643
inv_20260113_03,2026-01-13,PROD_GLASS_A1,WAREHOUSE_APAC_01,4662,10798,0,15460
inv_20260113_04,2026-01-13,PROD_GLASS_A1,WAREHOUSE_US_02,13452,10798,0,24250
inv_20260113_05,2026-01-13,PROD_GLASS_A1,WAREHOUSE_APAC_02,4725,10798,0,15523
inv_20260113_06,2026-01-13,PROD_GLASS_A1,WAREHOUSE_EU_02,12642,10798,0,23440
inv_20260113_07,2026-01-13,PROD_GLASS_B2,WAREHOUSE_US_01,6453,14648,924,20177
inv_20260113_08,2026-01-13,PROD_GLASS_B2,WAREHOUSE_EU_01,14691,14648,0,29339
inv_20260113_09,2026-01-13,PROD_GLASS_B2,WAREHOUSE_APAC_01,5867,14648,1595,18920
inv_20260113_10,2026-01-13,PROD_GLASS_B2,WAREHOUSE_US_02,9745,14648,0,24393
inv_20260113_11,2026-01-13,PROD_GLASS_B2,WAREHOUSE_APAC_02,12328,14648,0,26976
inv_20260113_12,2026-01-13,PROD_GLASS_B2,WAREHOUSE_EU_02,13550,14648,0,28198
inv_20260113_13,2026-01-13,PROD_GLASS_C3,WAREHOUSE_US_01,13763,32063,0,45826
inv_20260113_14,2026-01-13,PROD_GLASS_C3,WAREHOUSE_EU_01,8254,32063,0,40317
inv_20260113_15,2026-01-13,PROD_GLASS_C3,WAREHOUSE_APAC_01,5200,32063,3362,33901
inv_20260113_16,2026-01-13,PROD_GLASS_C3,WAREHOUSE_US_02,10700,32063,0,42763
inv_20260113_17,2026-01-13,PROD_GLASS_C3,WAREHOUSE_APAC_02,8394,32063,0,40457
inv_20260113_18,2026-01-13,PROD_GLASS_C3,WAREHOUSE_EU_02,14222,32063,0,46285
