quality_id,date,product_id,batch_id,defects_count,defect_type,defect_rate
qual_20260227_001,2026-02-27,PROD_GLASS_A1,BATCH_2026_02_27_001,173,DISCOLORATION,3.15
qual_20260227_002,2026-02-27,PROD_GLASS_A1,BATCH_2026_02_27_002,351,DIMENSION_OFF,4.26
qual_20260227_003,2026-02-27,PROD_GLASS_A1,BATCH_2026_02_27_003,26,DISCOLORATION,0.61
qual_20260227_004,2026-02-27,PROD_GLASS_B2,BATCH_2026_02_27_004,92,DISCOLORATION,1.17
qual_20260227_005,2026-02-27,PROD_GLASS_A1,BATCH_2026_02_27_005,9,BUBBLE,0.11
qual_20260227_006,2026-02-27,PROD_GLASS_A1,BATCH_2026_02_27_006,8,SURFACE_SCRATCH,0.14
qual_20260227_007,2026-02-27,PROD_GLASS_A1,BATCH_2026_02_27_007,149,DISCOLORATION,3.4
qual_20260227_008,2026-02-27,PROD_GLASS_A1,BATCH_2026_02_27_008,53,OTHER,1.11
qual_20260227_009,2026-02-27,PROD_GLASS_C3,BATCH_2026_02_27_009,99,SURFACE_SCRATCH,1.44
qual_20260227_010,2026-02-27,PROD_GLASS_C3,BATCH_2026_02_27_010,165,OTHER,4.1
qual_20260227_011,2026-02-27,PROD_GLASS_B2,BATCH_2026_02_27_011,121,OTHER,1.37
qual_20260227_012,2026-02-27,PROD_GLASS_A1,BATCH_2026_02_27_012,93,DISCOLORATION,0.98
