supplier_id,supplier_name,material_type,delivery_date,expected_date,delay_days,quality_rating
SUP_GLASS_RAW_01,Supplier_01,Logistics,2025-12-26,2025-12-26,0,93.8
SUP_GLASS_RAW_02,Supplier_02,Components,2025-12-29,2025-12-29,0,90.1
SUP_METAL_FRAME_01,Supplier_01,Raw Materials,2025-12-28,2025-12-26,2,96.4
SUP_METAL_FRAME_02,Supplier_02,Packaging,2025-12-29,2025-12-29,0,92.3
SUP_ADHESIVE_01,Supplier_01,Packaging,2025-12-26,2025-12-26,0,85.0
SUP_ADHESIVE_02,Supplier_02,Logistics,2025-12-29,2025-12-29,0,92.0
SUP_LOGISTICS_01,Supplier_01,Components,2025-12-29,2025-12-29,0,88.6
SUP_LOGISTICS_02,Supplier_02,Packaging,2025-12-29,2025-12-29,0,87.0
SUP_LOGISTICS_03,Supplier_03,Components,2025-12-28,2025-12-28,0,90.3
SUP_PACKAGING_01,Supplier_01,Components,2025-12-30,2025-12-30,0,88.3
SUP_PACKAGING_02,Supplier_02,Logistics,2025-12-30,2025-12-30,0,88.8
