quality_id,date,product_id,batch_id,defects_count,defect_type,defect_rate
qual_20260318_001,2026-03-18,PROD_GLASS_B2,BATCH_2026_03_18_001,27,OTHER,0.36
qual_20260318_002,2026-03-18,PROD_GLASS_B2,BATCH_2026_03_18_002,32,SURFACE_SCRATCH,0.7
qual_20260318_003,2026-03-18,PROD_GLASS_C3,BATCH_2026_03_18_003,74,DISCOLORATION,0.94
qual_20260318_004,2026-03-18,PROD_GLASS_B2,BATCH_2026_03_18_004,85,DIMENSION_OFF,1.35
qual_20260318_005,2026-03-18,PROD_GLASS_A1,BATCH_2026_03_18_005,6,SURFACE_SCRATCH,0.1
qual_20260318_006,2026-03-18,PROD_GLASS_B2,BATCH_2026_03_18_006,10,DISCOLORATION,0.15
qual_20260318_007,2026-03-18,PROD_GLASS_A1,BATCH_2026_03_18_007,78,DISCOLORATION,0.87
qual_20260318_008,2026-03-18,PROD_GLASS_C3,BATCH_2026_03_18_008,35,CRACK,0.45
qual_20260318_009,2026-03-18,PROD_GLASS_B2,BATCH_2026_03_18_009,98,CRACK,1.38
qual_20260318_010,2026-03-18,PROD_GLASS_B2,BATCH_2026_03_18_010,12,OTHER,0.19
qual_20260318_011,2026-03-18,PROD_GLASS_A1,BATCH_2026_03_18_011,23,DIMENSION_OFF,0.36
qual_20260318_012,2026-03-18,PROD_GLASS_B2,BATCH_2026_03_18_012,165,DISCOLORATION,3.42
