inventory_id,date,product_id,warehouse_id,opening_stock,produced,shipped,closing_stock
inv_20260219_01,2026-02-19,PROD_GLASS_A1,WAREHOUSE_US_01,4687,12723,2251,15159
inv_20260219_02,2026-02-19,PROD_GLASS_A1,WAREHOUSE_EU_01,14067,12723,548,26242
inv_20260219_03,2026-02-19,PROD_GLASS_A1,WAREHOUSE_APAC_01,12231,12723,0,24954
inv_20260219_04,2026-02-19,PROD_GLASS_A1,WAREHOUSE_US_02,4909,12723,0,17632
inv_20260219_05,2026-02-19,PROD_GLASS_A1,WAREHOUSE_APAC_02,4621,12723,0,17344
inv_20260219_06,2026-02-19,PROD_GLASS_A1,WAREHOUSE_EU_02,5142,12723,0,17865
inv_20260219_07,2026-02-19,PROD_GLASS_B2,WAREHOUSE_US_01,4263,23800,0,28063
inv_20260219_08,2026-02-19,PROD_GLASS_B2,WAREHOUSE_EU_01,8554,23800,4294,28060
inv_20260219_09,2026-02-19,PROD_GLASS_B2,WAREHOUSE_APAC_01,4012,23800,0,27812
inv_20260219_10,2026-02-19,PROD_GLASS_B2,WAREHOUSE_US_02,9247,23800,0,33047
inv_20260219_11,2026-02-19,PROD_GLASS_B2,WAREHOUSE_APAC_02,8060,23800,0,31860
inv_20260219_12,2026-02-19,PROD_GLASS_B2,WAREHOUSE_EU_02,14076,23800,0,37876
inv_20260219_13,2026-02-19,PROD_GLASS_C3,WAREHOUSE_US_01,12757,23522,0,36279
inv_20260219_14,2026-02-19,PROD_GLASS_C3,WAREHOUSE_EU_01,14993,23522,1859,36656
inv_20260219_15,2026-02-19,PROD_GLASS_C3,WAREHOUSE_APAC_01,7174,23522,0,30696
inv_20260219_16,2026-02-19,PROD_GLASS_C3,WAREHOUSE_US_02,11011,23522,0,34533
inv_20260219_17,2026-02-19,PROD_GLASS_C3,WAREHOUSE_APAC_02,14929,23522,0,38451
inv_20260219_18,2026-02-19,PROD_GLASS_C3,WAREHOUSE_EU_02,8414,23522,0,31936
