quality_id,date,product_id,batch_id,defects_count,defect_type,defect_rate
qual_20260215_001,2026-02-15,PROD_GLASS_A1,BATCH_2026_02_15_001,119,BUBBLE,1.44
qual_20260215_002,2026-02-15,PROD_GLASS_A1,BATCH_2026_02_15_002,144,DISCOLORATION,2.21
qual_20260215_003,2026-02-15,PROD_GLASS_C3,BATCH_2026_02_15_003,43,CRACK,0.62
qual_20260215_004,2026-02-15,PROD_GLASS_B2,BATCH_2026_02_15_004,69,SURFACE_SCRATCH,0.83
qual_20260215_005,2026-02-15,PROD_GLASS_B2,BATCH_2026_02_15_005,48,DISCOLORATION,0.77
qual_20260215_006,2026-02-15,PROD_GLASS_A1,BATCH_2026_02_15_006,91,CRACK,1.28
qual_20260215_007,2026-02-15,PROD_GLASS_C3,BATCH_2026_02_15_007,200,OTHER,2.79
qual_20260215_008,2026-02-15,PROD_GLASS_C3,BATCH_2026_02_15_008,16,BUBBLE,0.35
qual_20260215_009,2026-02-15,PROD_GLASS_A1,BATCH_2026_02_15_009,67,DISCOLORATION,0.71
qual_20260215_010,2026-02-15,PROD_GLASS_B2,BATCH_2026_02_15_010,101,SURFACE_SCRATCH,1.22
qual_20260215_011,2026-02-15,PROD_GLASS_A1,BATCH_2026_02_15_011,17,SURFACE_SCRATCH,0.33
qual_20260215_012,2026-02-15,PROD_GLASS_C3,BATCH_2026_02_15_012,29,DISCOLORATION,0.34
