inventory_id,date,product_id,warehouse_id,opening_stock,produced,shipped,closing_stock
inv_20251231_01,2025-12-31,PROD_GLASS_A1,WAREHOUSE_US_01,11772,22352,0,34124
inv_20251231_02,2025-12-31,PROD_GLASS_A1,WAREHOUSE_EU_01,13739,22352,1311,34780
inv_20251231_03,2025-12-31,PROD_GLASS_A1,WAREHOUSE_APAC_01,4503,22352,0,26855
inv_20251231_04,2025-12-31,PROD_GLASS_A1,WAREHOUSE_US_02,9359,22352,0,31711
inv_20251231_05,2025-12-31,PROD_GLASS_A1,WAREHOUSE_APAC_02,6051,22352,0,28403
inv_20251231_06,2025-12-31,PROD_GLASS_A1,WAREHOUSE_EU_02,4253,22352,0,26605
inv_20251231_07,2025-12-31,PROD_GLASS_B2,WAREHOUSE_US_01,6803,16051,2686,20168
inv_20251231_08,2025-12-31,PROD_GLASS_B2,WAREHOUSE_EU_01,7843,16051,1788,22106
inv_20251231_09,2025-12-31,PROD_GLASS_B2,WAREHOUSE_APAC_01,7689,16051,0,23740
inv_20251231_10,2025-12-31,PROD_GLASS_B2,WAREHOUSE_US_02,5923,16051,0,21974
inv_20251231_11,2025-12-31,PROD_GLASS_B2,WAREHOUSE_APAC_02,6013,16051,0,22064
inv_20251231_12,2025-12-31,PROD_GLASS_B2,WAREHOUSE_EU_02,5740,16051,0,21791
inv_20251231_13,2025-12-31,PROD_GLASS_C3,WAREHOUSE_US_01,8519,17410,1615,24314
inv_20251231_14,2025-12-31,PROD_GLASS_C3,WAREHOUSE_EU_01,11586,17410,0,28996
inv_20251231_15,2025-12-31,PROD_GLASS_C3,WAREHOUSE_APAC_01,5626,17410,0,23036
inv_20251231_16,2025-12-31,PROD_GLASS_C3,WAREHOUSE_US_02,5731,17410,0,23141
inv_20251231_17,2025-12-31,PROD_GLASS_C3,WAREHOUSE_APAC_02,8106,17410,0,25516
inv_20251231_18,2025-12-31,PROD_GLASS_C3,WAREHOUSE_EU_02,11093,17410,0,28503
