supplier_id,supplier_name,material_type,delivery_date,expected_date,delay_days,quality_rating
SUP_GLASS_RAW_01,Supplier_01,Components,2026-02-25,2026-02-24,1,88.7
SUP_GLASS_RAW_02,Supplier_02,Packaging,2026-02-24,2026-02-24,0,94.1
SUP_METAL_FRAME_01,Supplier_01,Logistics,2026-02-26,2026-02-26,0,91.1
SUP_METAL_FRAME_02,Supplier_02,Raw Materials,2026-02-23,2026-02-23,0,94.6
SUP_ADHESIVE_01,Supplier_01,Logistics,2026-02-24,2026-02-24,0,100.0
SUP_ADHESIVE_02,Supplier_02,Packaging,2026-02-25,2026-02-25,0,88.2
SUP_LOGISTICS_01,Supplier_01,Logistics,2026-02-25,2026-02-25,0,92.8
SUP_LOGISTICS_02,Supplier_02,Logistics,2026-02-25,2026-02-25,0,86.0
SUP_LOGISTICS_03,Supplier_03,Raw Materials,2026-02-23,2026-02-23,0,93.8
SUP_PACKAGING_01,Supplier_01,Components,2026-02-27,2026-02-27,0,96.4
SUP_PACKAGING_02,Supplier_02,Logistics,2026-02-26,2026-02-25,1,94.0
