quality_id,date,product_id,batch_id,defects_count,defect_type,defect_rate
qual_20260328_001,2026-03-28,PROD_GLASS_A1,BATCH_2026_03_28_001,75,OTHER,0.95
qual_20260328_002,2026-03-28,PROD_GLASS_A1,BATCH_2026_03_28_002,272,DIMENSION_OFF,4.98
qual_20260328_003,2026-03-28,PROD_GLASS_B2,BATCH_2026_03_28_003,38,BUBBLE,0.62
qual_20260328_004,2026-03-28,PROD_GLASS_A1,BATCH_2026_03_28_004,45,SURFACE_SCRATCH,0.59
qual_20260328_005,2026-03-28,PROD_GLASS_B2,BATCH_2026_03_28_005,25,DISCOLORATION,0.43
qual_20260328_006,2026-03-28,PROD_GLASS_C3,BATCH_2026_03_28_006,6,SURFACE_SCRATCH,0.11
qual_20260328_007,2026-03-28,PROD_GLASS_C3,BATCH_2026_03_28_007,35,CRACK,0.77
qual_20260328_008,2026-03-28,PROD_GLASS_A1,BATCH_2026_03_28_008,32,DISCOLORATION,0.38
qual_20260328_009,2026-03-28,PROD_GLASS_C3,BATCH_2026_03_28_009,86,DISCOLORATION,1.39
qual_20260328_010,2026-03-28,PROD_GLASS_B2,BATCH_2026_03_28_010,120,OTHER,1.34
qual_20260328_011,2026-03-28,PROD_GLASS_B2,BATCH_2026_03_28_011,225,BUBBLE,2.69
qual_20260328_012,2026-03-28,PROD_GLASS_B2,BATCH_2026_03_28_012,25,CRACK,0.41
