shipment_id,order_id,product_id,quantity,origin,destination,supplier_id,dispatch_date,expected_delivery_date,actual_delivery_date,delay_days,status
ship_20260225_001,PO_2026_02_001,PROD_GLASS_B2,1570,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_GLASS_RAW_02,2026-02-23,2026-03-04,,0,IN_TRANSIT
ship_20260225_002,PO_2026_02_002,PROD_GLASS_B2,1165,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_GLASS_RAW_01,2026-02-25,2026-03-06,,0,PENDING
ship_20260225_003,PO_2026_02_003,PROD_GLASS_B2,541,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_METAL_FRAME_02,2026-02-20,2026-03-04,,0,IN_TRANSIT
ship_20260225_004,PO_2026_02_004,PROD_GLASS_B2,2074,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_GLASS_RAW_01,2026-02-23,2026-03-21,2026-03-23,2,DELIVERED
ship_20260225_005,PO_2026_02_005,PROD_GLASS_B2,1567,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_METAL_FRAME_02,2026-02-16,2026-03-03,2026-03-03,0,DELIVERED
ship_20260225_006,PO_2026_02_006,PROD_GLASS_B2,1393,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_ADHESIVE_01,2026-02-25,2026-03-03,,0,PENDING
ship_20260225_007,PO_2026_02_007,PROD_GLASS_C3,693,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_GLASS_RAW_01,2026-02-21,2026-03-21,2026-03-21,0,DELIVERED
ship_20260225_008,PO_2026_02_008,PROD_GLASS_B2,1473,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_METAL_FRAME_02,2026-02-22,2026-03-02,2026-03-02,0,DELIVERED
ship_20260225_009,PO_2026_02_009,PROD_GLASS_A1,1364,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_PACKAGING_01,2026-02-16,2026-03-18,2026-03-18,0,DELIVERED
ship_20260225_010,PO_2026_02_010,PROD_GLASS_B2,1386,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_PACKAGING_01,2026-02-25,2026-03-20,,0,PENDING
