quality_id,date,product_id,batch_id,defects_count,defect_type,defect_rate
qual_20260303_001,2026-03-03,PROD_GLASS_B2,BATCH_2026_03_03_001,342,DISCOLORATION,4.97
qual_20260303_002,2026-03-03,PROD_GLASS_A1,BATCH_2026_03_03_002,253,CRACK,3.29
qual_20260303_003,2026-03-03,PROD_GLASS_C3,BATCH_2026_03_03_003,113,DIMENSION_OFF,1.28
qual_20260303_004,2026-03-03,PROD_GLASS_C3,BATCH_2026_03_03_004,79,BUBBLE,1.39
qual_20260303_005,2026-03-03,PROD_GLASS_B2,BATCH_2026_03_03_005,199,SURFACE_SCRATCH,4.71
qual_20260303_006,2026-03-03,PROD_GLASS_B2,BATCH_2026_03_03_006,425,SURFACE_SCRATCH,4.91
qual_20260303_007,2026-03-03,PROD_GLASS_C3,BATCH_2026_03_03_007,71,BUBBLE,0.83
qual_20260303_008,2026-03-03,PROD_GLASS_B2,BATCH_2026_03_03_008,102,OTHER,1.03
qual_20260303_009,2026-03-03,PROD_GLASS_A1,BATCH_2026_03_03_009,125,CRACK,1.38
qual_20260303_010,2026-03-03,PROD_GLASS_C3,BATCH_2026_03_03_010,76,OTHER,0.96
qual_20260303_011,2026-03-03,PROD_GLASS_B2,BATCH_2026_03_03_011,46,DISCOLORATION,0.77
qual_20260303_012,2026-03-03,PROD_GLASS_B2,BATCH_2026_03_03_012,51,DISCOLORATION,0.54
