shipment_id,order_id,product_id,quantity,origin,destination,supplier_id,dispatch_date,expected_delivery_date,actual_delivery_date,delay_days,status
ship_20260312_001,PO_2026_03_001,PROD_GLASS_A1,2313,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_ADHESIVE_01,2026-03-05,2026-03-25,,0,IN_TRANSIT
ship_20260312_002,PO_2026_03_002,PROD_GLASS_A1,1310,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_ADHESIVE_01,2026-03-12,2026-03-18,,0,PENDING
ship_20260312_003,PO_2026_03_003,PROD_GLASS_B2,680,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_GLASS_RAW_02,2026-03-11,2026-03-18,2026-03-18,0,DELIVERED
ship_20260312_004,PO_2026_03_004,PROD_GLASS_B2,607,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_ADHESIVE_01,2026-03-10,2026-03-23,2026-03-23,0,DELIVERED
ship_20260312_005,PO_2026_03_005,PROD_GLASS_B2,720,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_LOGISTICS_01,2026-03-04,2026-03-21,2026-03-22,1,DELIVERED
ship_20260312_006,PO_2026_03_006,PROD_GLASS_A1,1005,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_ADHESIVE_02,2026-03-07,2026-03-20,2026-03-20,0,DELIVERED
ship_20260312_007,PO_2026_03_007,PROD_GLASS_C3,2046,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_GLASS_RAW_01,2026-03-03,2026-03-20,2026-03-20,0,DELIVERED
ship_20260312_008,PO_2026_03_008,PROD_GLASS_B2,1339,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_GLASS_RAW_01,2026-03-12,2026-03-18,,0,PENDING
ship_20260312_009,PO_2026_03_009,PROD_GLASS_B2,1313,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_METAL_FRAME_01,2026-03-09,2026-03-18,,0,IN_TRANSIT
ship_20260312_010,PO_2026_03_010,PROD_GLASS_B2,1780,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_GLASS_RAW_01,2026-03-10,2026-03-29,2026-03-29,0,DELIVERED
