quality_id,date,product_id,batch_id,defects_count,defect_type,defect_rate
qual_20260325_001,2026-03-25,PROD_GLASS_A1,BATCH_2026_03_25_001,37,CRACK,0.39
qual_20260325_002,2026-03-25,PROD_GLASS_C3,BATCH_2026_03_25_002,246,CRACK,3.75
qual_20260325_003,2026-03-25,PROD_GLASS_C3,BATCH_2026_03_25_003,42,DIMENSION_OFF,0.83
qual_20260325_004,2026-03-25,PROD_GLASS_B2,BATCH_2026_03_25_004,37,CRACK,0.62
qual_20260325_005,2026-03-25,PROD_GLASS_A1,BATCH_2026_03_25_005,56,SURFACE_SCRATCH,0.73
qual_20260325_006,2026-03-25,PROD_GLASS_C3,BATCH_2026_03_25_006,70,DIMENSION_OFF,1.43
qual_20260325_007,2026-03-25,PROD_GLASS_B2,BATCH_2026_03_25_007,116,DIMENSION_OFF,1.38
qual_20260325_008,2026-03-25,PROD_GLASS_B2,BATCH_2026_03_25_008,31,OTHER,0.69
qual_20260325_009,2026-03-25,PROD_GLASS_C3,BATCH_2026_03_25_009,263,SURFACE_SCRATCH,2.92
qual_20260325_010,2026-03-25,PROD_GLASS_C3,BATCH_2026_03_25_010,202,DIMENSION_OFF,3.05
qual_20260325_011,2026-03-25,PROD_GLASS_A1,BATCH_2026_03_25_011,120,DISCOLORATION,1.33
qual_20260325_012,2026-03-25,PROD_GLASS_B2,BATCH_2026_03_25_012,48,BUBBLE,0.51
