quality_id,date,product_id,batch_id,defects_count,defect_type,defect_rate
qual_20260120_001,2026-01-20,PROD_GLASS_B2,BATCH_2026_01_20_001,111,OTHER,1.34
qual_20260120_002,2026-01-20,PROD_GLASS_B2,BATCH_2026_01_20_002,17,SURFACE_SCRATCH,0.44
qual_20260120_003,2026-01-20,PROD_GLASS_B2,BATCH_2026_01_20_003,143,DISCOLORATION,2.77
qual_20260120_004,2026-01-20,PROD_GLASS_A1,BATCH_2026_01_20_004,201,DIMENSION_OFF,3.23
qual_20260120_005,2026-01-20,PROD_GLASS_B2,BATCH_2026_01_20_005,248,OTHER,3.0
qual_20260120_006,2026-01-20,PROD_GLASS_A1,BATCH_2026_01_20_006,17,OTHER,0.26
qual_20260120_007,2026-01-20,PROD_GLASS_C3,BATCH_2026_01_20_007,52,CRACK,0.65
qual_20260120_008,2026-01-20,PROD_GLASS_C3,BATCH_2026_01_20_008,52,DISCOLORATION,1.01
qual_20260120_009,2026-01-20,PROD_GLASS_A1,BATCH_2026_01_20_009,45,CRACK,0.69
qual_20260120_010,2026-01-20,PROD_GLASS_B2,BATCH_2026_01_20_010,22,OTHER,0.28
qual_20260120_011,2026-01-20,PROD_GLASS_C3,BATCH_2026_01_20_011,166,SURFACE_SCRATCH,3.16
qual_20260120_012,2026-01-20,PROD_GLASS_B2,BATCH_2026_01_20_012,37,SURFACE_SCRATCH,0.59
