supplier_id,supplier_name,material_type,delivery_date,expected_date,delay_days,quality_rating
SUP_GLASS_RAW_01,Supplier_01,Raw Materials,2026-02-19,2026-02-19,0,89.1
SUP_GLASS_RAW_02,Supplier_02,Components,2026-02-18,2026-02-18,0,91.9
SUP_METAL_FRAME_01,Supplier_01,Components,2026-02-18,2026-02-18,0,85.4
SUP_METAL_FRAME_02,Supplier_02,Packaging,2026-02-18,2026-02-18,0,88.0
SUP_ADHESIVE_01,Supplier_01,Components,2026-02-20,2026-02-18,2,86.6
SUP_ADHESIVE_02,Supplier_02,Packaging,2026-02-15,2026-02-15,0,92.2
SUP_LOGISTICS_01,Supplier_01,Raw Materials,2026-02-15,2026-02-15,0,94.9
SUP_LOGISTICS_02,Supplier_02,Logistics,2026-02-16,2026-02-16,0,92.8
SUP_LOGISTICS_03,Supplier_03,Components,2026-02-18,2026-02-17,1,91.1
SUP_PACKAGING_01,Supplier_01,Components,2026-02-16,2026-02-16,0,94.0
SUP_PACKAGING_02,Supplier_02,Raw Materials,2026-02-19,2026-02-19,0,89.7
