shipment_id,order_id,product_id,quantity,origin,destination,supplier_id,dispatch_date,expected_delivery_date,actual_delivery_date,delay_days,status
ship_20260305_001,PO_2026_03_001,PROD_GLASS_B2,2393,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_PACKAGING_01,2026-03-01,2026-03-17,2026-03-17,0,DELIVERED
ship_20260305_002,PO_2026_03_002,PROD_GLASS_A1,1190,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_LOGISTICS_02,2026-03-05,2026-03-19,,0,PENDING
ship_20260305_003,PO_2026_03_003,PROD_GLASS_A1,994,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_GLASS_RAW_02,2026-03-05,2026-03-15,,0,PENDING
ship_20260305_004,PO_2026_03_004,PROD_GLASS_A1,1474,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_GLASS_RAW_02,2026-02-24,2026-03-13,,0,IN_TRANSIT
ship_20260305_005,PO_2026_03_005,PROD_GLASS_B2,908,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_PACKAGING_01,2026-03-05,2026-03-12,,0,PENDING
ship_20260305_006,PO_2026_03_006,PROD_GLASS_C3,1802,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_ADHESIVE_01,2026-03-05,2026-03-25,,0,PENDING
ship_20260305_007,PO_2026_03_007,PROD_GLASS_A1,2376,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_ADHESIVE_02,2026-03-02,2026-03-12,,0,IN_TRANSIT
ship_20260305_008,PO_2026_03_008,PROD_GLASS_C3,2421,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_LOGISTICS_01,2026-02-28,2026-03-13,2026-03-13,0,DELIVERED
ship_20260305_009,PO_2026_03_009,PROD_GLASS_A1,1745,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_ADHESIVE_02,2026-03-05,2026-03-26,,0,PENDING
ship_20260305_010,PO_2026_03_010,PROD_GLASS_B2,1875,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_GLASS_RAW_02,2026-03-02,2026-03-13,2026-03-13,0,DELIVERED
