shipment_id,order_id,product_id,quantity,origin,destination,supplier_id,dispatch_date,expected_delivery_date,actual_delivery_date,delay_days,status
ship_20260116_001,PO_2026_01_001,PROD_GLASS_A1,850,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_LOGISTICS_01,2026-01-15,2026-01-21,,0,IN_TRANSIT
ship_20260116_002,PO_2026_01_002,PROD_GLASS_A1,1526,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_LOGISTICS_01,2026-01-16,2026-01-22,,0,PENDING
ship_20260116_003,PO_2026_01_003,PROD_GLASS_C3,2469,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_ADHESIVE_01,2026-01-13,2026-02-09,2026-02-09,0,DELIVERED
ship_20260116_004,PO_2026_01_004,PROD_GLASS_B2,1287,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_GLASS_RAW_01,2026-01-07,2026-01-24,,0,IN_TRANSIT
ship_20260116_005,PO_2026_01_005,PROD_GLASS_A1,857,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_LOGISTICS_01,2026-01-16,2026-01-22,,0,PENDING
ship_20260116_006,PO_2026_01_006,PROD_GLASS_B2,2412,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_LOGISTICS_01,2026-01-16,2026-01-25,,0,PENDING
ship_20260116_007,PO_2026_01_007,PROD_GLASS_B2,1390,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_METAL_FRAME_02,2026-01-11,2026-01-25,2026-01-25,0,DELIVERED
ship_20260116_008,PO_2026_01_008,PROD_GLASS_C3,2435,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_PACKAGING_02,2026-01-16,2026-01-21,,0,PENDING
ship_20260116_009,PO_2026_01_009,PROD_GLASS_A1,1848,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_METAL_FRAME_01,2026-01-09,2026-01-25,2026-01-25,0,DELIVERED
ship_20260116_010,PO_2026_01_010,PROD_GLASS_C3,1688,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_METAL_FRAME_01,2026-01-15,2026-01-26,2026-01-26,0,DELIVERED
