shipment_id,order_id,product_id,quantity,origin,destination,supplier_id,dispatch_date,expected_delivery_date,actual_delivery_date,delay_days,status
ship_20260105_001,PO_2026_01_001,PROD_GLASS_C3,1497,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_LOGISTICS_02,2026-01-04,2026-01-14,2026-01-14,0,DELIVERED
ship_20260105_002,PO_2026_01_002,PROD_GLASS_A1,1258,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_ADHESIVE_02,2025-12-27,2026-01-11,2026-01-11,0,DELIVERED
ship_20260105_003,PO_2026_01_003,PROD_GLASS_A1,2270,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_METAL_FRAME_01,2025-12-27,2026-01-27,2026-01-27,0,DELIVERED
ship_20260105_004,PO_2026_01_004,PROD_GLASS_B2,1546,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_ADHESIVE_01,2026-01-05,2026-01-10,,0,PENDING
ship_20260105_005,PO_2026_01_005,PROD_GLASS_A1,1983,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_METAL_FRAME_01,2026-01-04,2026-01-19,2026-01-19,0,DELIVERED
ship_20260105_006,PO_2026_01_006,PROD_GLASS_A1,1053,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_LOGISTICS_03,2026-01-05,2026-01-10,,0,PENDING
ship_20260105_007,PO_2026_01_007,PROD_GLASS_A1,1545,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_ADHESIVE_02,2025-12-30,2026-01-11,2026-01-13,2,DELIVERED
ship_20260105_008,PO_2026_01_008,PROD_GLASS_C3,1363,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_GLASS_RAW_01,2026-01-02,2026-01-14,,0,IN_TRANSIT
ship_20260105_009,PO_2026_01_009,PROD_GLASS_C3,1564,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_LOGISTICS_01,2026-01-05,2026-01-13,,0,PENDING
ship_20260105_010,PO_2026_01_010,PROD_GLASS_C3,1092,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_LOGISTICS_02,2025-12-27,2026-01-16,2026-01-16,0,DELIVERED
