inventory_id,date,product_id,warehouse_id,opening_stock,produced,shipped,closing_stock
inv_20260227_01,2026-02-27,PROD_GLASS_A1,WAREHOUSE_US_01,4370,12295,919,15746
inv_20260227_02,2026-02-27,PROD_GLASS_A1,WAREHOUSE_EU_01,13805,12295,0,26100
inv_20260227_03,2026-02-27,PROD_GLASS_A1,WAREHOUSE_APAC_01,10496,12295,0,22791
inv_20260227_04,2026-02-27,PROD_GLASS_A1,WAREHOUSE_US_02,5668,12295,0,17963
inv_20260227_05,2026-02-27,PROD_GLASS_A1,WAREHOUSE_APAC_02,4897,12295,0,17192
inv_20260227_06,2026-02-27,PROD_GLASS_A1,WAREHOUSE_EU_02,14071,12295,0,26366
inv_20260227_07,2026-02-27,PROD_GLASS_B2,WAREHOUSE_US_01,8199,28642,0,36841
inv_20260227_08,2026-02-27,PROD_GLASS_B2,WAREHOUSE_EU_01,14221,28642,3030,39833
inv_20260227_09,2026-02-27,PROD_GLASS_B2,WAREHOUSE_APAC_01,12464,28642,0,41106
inv_20260227_10,2026-02-27,PROD_GLASS_B2,WAREHOUSE_US_02,9968,28642,0,38610
inv_20260227_11,2026-02-27,PROD_GLASS_B2,WAREHOUSE_APAC_02,10509,28642,0,39151
inv_20260227_12,2026-02-27,PROD_GLASS_B2,WAREHOUSE_EU_02,13321,28642,0,41963
inv_20260227_13,2026-02-27,PROD_GLASS_C3,WAREHOUSE_US_01,7857,11614,2263,17208
inv_20260227_14,2026-02-27,PROD_GLASS_C3,WAREHOUSE_EU_01,9660,11614,2133,19141
inv_20260227_15,2026-02-27,PROD_GLASS_C3,WAREHOUSE_APAC_01,9797,11614,881,20530
inv_20260227_16,2026-02-27,PROD_GLASS_C3,WAREHOUSE_US_02,12171,11614,0,23785
inv_20260227_17,2026-02-27,PROD_GLASS_C3,WAREHOUSE_APAC_02,14123,11614,0,25737
inv_20260227_18,2026-02-27,PROD_GLASS_C3,WAREHOUSE_EU_02,10191,11614,0,21805
