quality_id,date,product_id,batch_id,defects_count,defect_type,defect_rate
qual_20260210_001,2026-02-10,PROD_GLASS_C3,BATCH_2026_02_10_001,269,SURFACE_SCRATCH,4.85
qual_20260210_002,2026-02-10,PROD_GLASS_A1,BATCH_2026_02_10_002,13,DIMENSION_OFF,0.15
qual_20260210_003,2026-02-10,PROD_GLASS_C3,BATCH_2026_02_10_003,22,OTHER,0.31
qual_20260210_004,2026-02-10,PROD_GLASS_B2,BATCH_2026_02_10_004,228,DISCOLORATION,4.45
qual_20260210_005,2026-02-10,PROD_GLASS_C3,BATCH_2026_02_10_005,280,SURFACE_SCRATCH,2.81
qual_20260210_006,2026-02-10,PROD_GLASS_B2,BATCH_2026_02_10_006,344,BUBBLE,4.34
qual_20260210_007,2026-02-10,PROD_GLASS_B2,BATCH_2026_02_10_007,107,DIMENSION_OFF,1.27
qual_20260210_008,2026-02-10,PROD_GLASS_C3,BATCH_2026_02_10_008,10,DISCOLORATION,0.15
qual_20260210_009,2026-02-10,PROD_GLASS_A1,BATCH_2026_02_10_009,99,BUBBLE,1.18
qual_20260210_010,2026-02-10,PROD_GLASS_B2,BATCH_2026_02_10_010,253,DISCOLORATION,4.07
qual_20260210_011,2026-02-10,PROD_GLASS_C3,BATCH_2026_02_10_011,29,DIMENSION_OFF,0.47
qual_20260210_012,2026-02-10,PROD_GLASS_C3,BATCH_2026_02_10_012,27,DIMENSION_OFF,0.63
