inventory_id,date,product_id,warehouse_id,opening_stock,produced,shipped,closing_stock
inv_20260305_01,2026-03-05,PROD_GLASS_A1,WAREHOUSE_US_01,10081,15081,0,25162
inv_20260305_02,2026-03-05,PROD_GLASS_A1,WAREHOUSE_EU_01,5317,15081,3850,16548
inv_20260305_03,2026-03-05,PROD_GLASS_A1,WAREHOUSE_APAC_01,6733,15081,0,21814
inv_20260305_04,2026-03-05,PROD_GLASS_A1,WAREHOUSE_US_02,11141,15081,0,26222
inv_20260305_05,2026-03-05,PROD_GLASS_A1,WAREHOUSE_APAC_02,12510,15081,0,27591
inv_20260305_06,2026-03-05,PROD_GLASS_A1,WAREHOUSE_EU_02,6791,15081,0,21872
inv_20260305_07,2026-03-05,PROD_GLASS_B2,WAREHOUSE_US_01,5136,22769,4268,23637
inv_20260305_08,2026-03-05,PROD_GLASS_B2,WAREHOUSE_EU_01,9473,22769,0,32242
inv_20260305_09,2026-03-05,PROD_GLASS_B2,WAREHOUSE_APAC_01,11149,22769,0,33918
inv_20260305_10,2026-03-05,PROD_GLASS_B2,WAREHOUSE_US_02,11557,22769,0,34326
inv_20260305_11,2026-03-05,PROD_GLASS_B2,WAREHOUSE_APAC_02,8697,22769,0,31466
inv_20260305_12,2026-03-05,PROD_GLASS_B2,WAREHOUSE_EU_02,13867,22769,0,36636
inv_20260305_13,2026-03-05,PROD_GLASS_C3,WAREHOUSE_US_01,5746,15085,0,20831
inv_20260305_14,2026-03-05,PROD_GLASS_C3,WAREHOUSE_EU_01,13770,15085,2421,26434
inv_20260305_15,2026-03-05,PROD_GLASS_C3,WAREHOUSE_APAC_01,7156,15085,0,22241
inv_20260305_16,2026-03-05,PROD_GLASS_C3,WAREHOUSE_US_02,8292,15085,0,23377
inv_20260305_17,2026-03-05,PROD_GLASS_C3,WAREHOUSE_APAC_02,4090,15085,0,19175
inv_20260305_18,2026-03-05,PROD_GLASS_C3,WAREHOUSE_EU_02,4340,15085,0,19425
