quality_id,date,product_id,batch_id,defects_count,defect_type,defect_rate
qual_20260311_001,2026-03-11,PROD_GLASS_B2,BATCH_2026_03_11_001,21,SURFACE_SCRATCH,0.33
qual_20260311_002,2026-03-11,PROD_GLASS_C3,BATCH_2026_03_11_002,317,DIMENSION_OFF,3.61
qual_20260311_003,2026-03-11,PROD_GLASS_A1,BATCH_2026_03_11_003,9,DIMENSION_OFF,0.12
qual_20260311_004,2026-03-11,PROD_GLASS_A1,BATCH_2026_03_11_004,71,OTHER,1.12
qual_20260311_005,2026-03-11,PROD_GLASS_C3,BATCH_2026_03_11_005,16,OTHER,0.32
qual_20260311_006,2026-03-11,PROD_GLASS_A1,BATCH_2026_03_11_006,39,BUBBLE,0.46
qual_20260311_007,2026-03-11,PROD_GLASS_B2,BATCH_2026_03_11_007,27,CRACK,0.46
qual_20260311_008,2026-03-11,PROD_GLASS_C3,BATCH_2026_03_11_008,41,SURFACE_SCRATCH,0.95
qual_20260311_009,2026-03-11,PROD_GLASS_A1,BATCH_2026_03_11_009,32,BUBBLE,0.65
qual_20260311_010,2026-03-11,PROD_GLASS_C3,BATCH_2026_03_11_010,50,DIMENSION_OFF,0.68
qual_20260311_011,2026-03-11,PROD_GLASS_A1,BATCH_2026_03_11_011,103,BUBBLE,1.46
qual_20260311_012,2026-03-11,PROD_GLASS_A1,BATCH_2026_03_11_012,22,CRACK,0.39
