quality_id,date,product_id,batch_id,defects_count,defect_type,defect_rate
qual_20260226_001,2026-02-26,PROD_GLASS_A1,BATCH_2026_02_26_001,91,BUBBLE,1.02
qual_20260226_002,2026-02-26,PROD_GLASS_B2,BATCH_2026_02_26_002,16,DISCOLORATION,0.28
qual_20260226_003,2026-02-26,PROD_GLASS_A1,BATCH_2026_02_26_003,116,SURFACE_SCRATCH,2.5
qual_20260226_004,2026-02-26,PROD_GLASS_B2,BATCH_2026_02_26_004,69,DIMENSION_OFF,1.38
qual_20260226_005,2026-02-26,PROD_GLASS_B2,BATCH_2026_02_26_005,6,OTHER,0.16
qual_20260226_006,2026-02-26,PROD_GLASS_B2,BATCH_2026_02_26_006,45,SURFACE_SCRATCH,0.54
qual_20260226_007,2026-02-26,PROD_GLASS_A1,BATCH_2026_02_26_007,77,SURFACE_SCRATCH,1.39
qual_20260226_008,2026-02-26,PROD_GLASS_C3,BATCH_2026_02_26_008,14,DIMENSION_OFF,0.16
qual_20260226_009,2026-02-26,PROD_GLASS_B2,BATCH_2026_02_26_009,27,DIMENSION_OFF,0.68
qual_20260226_010,2026-02-26,PROD_GLASS_A1,BATCH_2026_02_26_010,14,DIMENSION_OFF,0.2
qual_20260226_011,2026-02-26,PROD_GLASS_C3,BATCH_2026_02_26_011,84,CRACK,2.05
qual_20260226_012,2026-02-26,PROD_GLASS_B2,BATCH_2026_02_26_012,108,BUBBLE,1.49
