supplier_id,supplier_name,material_type,delivery_date,expected_date,delay_days,quality_rating
SUP_GLASS_RAW_01,Supplier_01,Logistics,2026-03-17,2026-03-17,0,92.4
SUP_GLASS_RAW_02,Supplier_02,Raw Materials,2026-03-21,2026-03-19,2,91.4
SUP_METAL_FRAME_01,Supplier_01,Raw Materials,2026-03-18,2026-03-18,0,88.7
SUP_METAL_FRAME_02,Supplier_02,Logistics,2026-03-19,2026-03-19,0,89.7
SUP_ADHESIVE_01,Supplier_01,Logistics,2026-03-18,2026-03-18,0,95.2
SUP_ADHESIVE_02,Supplier_02,Packaging,2026-03-17,2026-03-17,0,91.6
SUP_LOGISTICS_01,Supplier_01,Packaging,2026-03-19,2026-03-19,0,87.3
SUP_LOGISTICS_02,Supplier_02,Packaging,2026-03-20,2026-03-20,0,95.7
SUP_LOGISTICS_03,Supplier_03,Packaging,2026-03-21,2026-03-21,0,90.2
SUP_PACKAGING_01,Supplier_01,Components,2026-03-17,2026-03-17,0,87.2
SUP_PACKAGING_02,Supplier_02,Logistics,2026-03-17,2026-03-17,0,95.0
