production_id,date,plant_id,product_id,quantity_produced,machine_id,temperature,energy_consumption,downtime_minutes
prod_20251231_001,2025-12-31,PLANT_EU_01,PROD_GLASS_A1,2590,MACHINE_LINE_03,851.3,2626.75,66
prod_20251231_002,2025-12-31,PLANT_APAC_01,PROD_GLASS_A1,3804,MACHINE_LINE_01,838.2,3228.79,34
prod_20251231_003,2025-12-31,PLANT_US_01,PROD_GLASS_B2,4571,MACHINE_LINE_07,849.8,4295.11,61
prod_20251231_004,2025-12-31,PLANT_EU_01,PROD_GLASS_C3,4052,MACHINE_LINE_07,862.9,3826.44,19
prod_20251231_005,2025-12-31,PLANT_US_01,PROD_GLASS_C3,6593,MACHINE_LINE_06,837.2,5931.26,15
prod_20251231_006,2025-12-31,PLANT_US_01,PROD_GLASS_B2,5999,MACHINE_LINE_04,846.8,5544.32,23
prod_20251231_007,2025-12-31,PLANT_US_01,PROD_GLASS_C3,2701,MACHINE_LINE_05,833.6,2432.45,37
prod_20251231_008,2025-12-31,PLANT_EU_01,PROD_GLASS_B2,5481,MACHINE_LINE_03,867.6,4769.23,5
prod_20251231_009,2025-12-31,PLANT_APAC_01,PROD_GLASS_A1,3889,MACHINE_LINE_03,850.5,3065.55,9
prod_20251231_010,2025-12-31,PLANT_APAC_01,PROD_GLASS_C3,4064,MACHINE_LINE_05,873.4,3479.39,34
prod_20251231_011,2025-12-31,PLANT_APAC_01,PROD_GLASS_A1,5206,MACHINE_LINE_04,872.3,4259.58,0
prod_20251231_012,2025-12-31,PLANT_EU_01,PROD_GLASS_A1,6863,MACHINE_LINE_01,871.4,6746.7,3
