shipment_id,order_id,product_id,quantity,origin,destination,supplier_id,dispatch_date,expected_delivery_date,actual_delivery_date,delay_days,status
ship_20260307_001,PO_2026_03_001,PROD_GLASS_C3,1424,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_METAL_FRAME_01,2026-02-26,2026-03-14,,0,IN_TRANSIT
ship_20260307_002,PO_2026_03_002,PROD_GLASS_C3,1725,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_PACKAGING_02,2026-02-26,2026-03-15,2026-03-15,0,DELIVERED
ship_20260307_003,PO_2026_03_003,PROD_GLASS_A1,784,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_GLASS_RAW_01,2026-03-07,2026-03-16,,0,PENDING
ship_20260307_004,PO_2026_03_004,PROD_GLASS_B2,2381,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_LOGISTICS_03,2026-02-28,2026-03-18,2026-03-18,0,DELIVERED
ship_20260307_005,PO_2026_03_005,PROD_GLASS_A1,2287,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_LOGISTICS_02,2026-02-26,2026-03-17,2026-03-17,0,DELIVERED
ship_20260307_006,PO_2026_03_006,PROD_GLASS_B2,973,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_LOGISTICS_03,2026-03-04,2026-03-17,2026-03-17,0,DELIVERED
ship_20260307_007,PO_2026_03_007,PROD_GLASS_A1,1465,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_GLASS_RAW_01,2026-02-27,2026-03-15,2026-03-15,0,DELIVERED
ship_20260307_008,PO_2026_03_008,PROD_GLASS_B2,1378,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_ADHESIVE_01,2026-02-28,2026-03-14,,0,IN_TRANSIT
ship_20260307_009,PO_2026_03_009,PROD_GLASS_B2,625,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_ADHESIVE_02,2026-03-04,2026-03-16,,0,IN_TRANSIT
ship_20260307_010,PO_2026_03_010,PROD_GLASS_A1,2101,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_LOGISTICS_02,2026-03-07,2026-03-24,,0,PENDING
