shipment_id,order_id,product_id,quantity,origin,destination,supplier_id,dispatch_date,expected_delivery_date,actual_delivery_date,delay_days,status
ship_20260123_001,PO_2026_01_001,PROD_GLASS_A1,1074,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_ADHESIVE_01,2026-01-23,2026-01-30,,0,PENDING
ship_20260123_002,PO_2026_01_002,PROD_GLASS_B2,1390,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_GLASS_RAW_01,2026-01-19,2026-02-08,,0,IN_TRANSIT
ship_20260123_003,PO_2026_01_003,PROD_GLASS_B2,888,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_ADHESIVE_02,2026-01-21,2026-02-04,,0,IN_TRANSIT
ship_20260123_004,PO_2026_01_004,PROD_GLASS_B2,2380,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_ADHESIVE_02,2026-01-23,2026-02-12,,0,PENDING
ship_20260123_005,PO_2026_01_005,PROD_GLASS_B2,2215,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_ADHESIVE_01,2026-01-23,2026-02-16,,0,PENDING
ship_20260123_006,PO_2026_01_006,PROD_GLASS_B2,2454,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_ADHESIVE_02,2026-01-23,2026-02-01,,0,PENDING
ship_20260123_007,PO_2026_01_007,PROD_GLASS_B2,662,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_LOGISTICS_02,2026-01-18,2026-02-02,2026-02-02,0,DELIVERED
ship_20260123_008,PO_2026_01_008,PROD_GLASS_A1,1648,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_PACKAGING_01,2026-01-19,2026-02-06,,0,IN_TRANSIT
ship_20260123_009,PO_2026_01_009,PROD_GLASS_B2,1726,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_LOGISTICS_03,2026-01-20,2026-02-01,2026-02-01,0,DELIVERED
ship_20260123_010,PO_2026_01_010,PROD_GLASS_B2,677,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_ADHESIVE_01,2026-01-23,2026-01-31,,0,PENDING
